#TIME	REQUESTED	slurm_script-23628	sps-23631	taskprolog.sh-23632	R-23645	R-23650	R-23651
316	0	1532	2124	0	132988	159916	151304
317	0	1532	2124	0	132988	159916	157524
318	0	1532	2124	0	132988	154816	159948
319	0	1532	2144	0	132988	159884	161248
320	0	1532	2144	0	132988	162516	161248
321	0	1532	2144	0	132988	157388	158728
322	0	1532	2144	0	132988	161368	158844
323	0	1532	2144	0	132988	162684	157348
324	0	1532	2144	0	132988	157404	157496
325	0	1532	2144	0	132988	158820	157544
326	0	1532	2160	0	132988	154904	161280
327	0	1532	2160	0	132988	159920	156068
328	0	1532	2160	0	132988	158668	158696
329	0	1532	2164	0	132988	158688	161172
330	0	1532	2164	0	132988	156220	156088
331	0	1532	2164	0	132988	160116	161308
332	0	1532	2164	0	132988	161196	161308
333	0	1532	2164	0	132988	161196	162600
334	0	1532	2164	0	132988	160132	133324
335	0	1532	2164	0	132988	161408	128312
336	0	1532	2164	0	132988	160132	162560
337	0	1532	2164	0	132988	153688	161196
338	0	1532	2164	0	132988	162688	163808
339	0	1532	2164	0	132988	159920	161276
340	0	1532	2188	0	132988	157388	130868
341	0	1532	2188	0	132988	155020	161192
342	0	1532	2188	0	132988	149688	160112
343	0	1532	2188	0	132988	157508	161196
344	0	1532	2188	0	132988	157516	158644
345	0	1532	2188	0	132988	158832	157540
346	0	1532	2188	0	132988	156296	159908
347	0	1532	2188	0	132988	157556	157544
348	0	1532	2188	0	132988	139812	161172
349	0	1532	2188	0	132988	156124	158796
350	0	1532	2188	0	132988	142368	156152
351	0	1532	2188	0	132988	157568	161236
352	0	1532	2188	0	132988	161172	157428
353	0	1532	2188	0	132988	159984	156156
354	0	1532	2188	0	132988	155020	159920
355	0	1532	2216	0	132988	157472	152856
356	0	1532	2216	0	132988	132144	159984
357	0	1532	2220	0	132988	157468	158796
358	0	1532	2220	0	132988	160052	128312
359	0	1532	2220	0	132988	144924	158768
360	0	1532	2220	0	132988	142368	161196
361	0	1532	2220	0	132988	157408	161196
362	0	1532	2220	0	132988	162532	158656
363	0	1532	2220	0	132988	158792	160116
364	0	1532	2220	0	132988	162660	156156
365	0	1532	2220	0	132988	156204	159916
366	0	1532	2220	0	132988	159944	161236
367	0	1532	2220	0	132988	161328	159944
368	0	1532	2220	0	132988	157460	139812
369	0	1532	2220	0	132988	159984	158664
370	0	1532	2220	0	132988	154076	158732
371	0	1532	2220	0	132988	161272	154916
372	0	1532	2220	0	132988	161308	158596
373	0	1532	2220	0	132988	159080	156124
374	0	1532	2220	0	132988	132992	156260
375	0	1532	2220	0	132988	156124	160028
376	0	1532	2220	0	132988	161304	161408
377	0	1532	2220	0	132988	157408	162688
378	0	1532	2220	0	132988	158600	153552
379	0	1532	2220	0	132988	158728	129588
380	0	1532	2220	0	132988	153548	154928
381	0	1532	2220	0	132988	161204	144280
382	0	1532	2220	0	132988	162684	158852
383	0	1532	2220	0	132988	142300	158716
384	0	1532	2220	0	132988	158636	160000
385	0	1532	2304	0	132988	128312	155004
386	0	1532	2304	0	132988	154944	159920
387	0	1532	2304	0	132988	162624	156040
388	0	1532	2304	0	132988	158604	154816
389	0	1532	2304	0	132988	159920	160032
390	0	1532	2304	0	132988	157576	154904
391	0	1532	2304	0	132988	156292	157460
392	0	1532	2304	0	132988	161196	156276
393	0	1532	2304	0	132988	158600	156292
394	0	1532	2304	0	132988	162424	161172
395	0	1532	2304	0	132988	162424	156156
396	0	1532	2304	0	132988	156292	157512
397	0	1532	2304	0	132988	157540	158828
398	0	1532	2304	0	132988	161168	128312
399	0	1532	2304	0	132988	158792	153584
400	0	1532	2304	0	132988	158792	161196
401	0	1532	2304	0	132988	160008	154972
402	0	1532	2304	0	132988	156260	161408
403	0	1532	2304	0	132988	142184	156276
404	0	1532	2360	0	132988	156168	158652
405	0	1532	2360	0	132988	156220	157348
406	0	1532	2360	0	132988	152328	160048
407	0	1532	2360	0	132988	158680	153536
408	0	1532	2360	0	132988	143648	138536
409	0	1532	2360	0	132988	159900	158668
410	0	1532	2360	0	132988	159900	162668
411	0	1532	2372	0	132988	159968	158668
412	0	1532	2372	0	132988	153512	159920
413	0	1532	2372	0	132988	141092	153652
414	0	1532	2372	0	132988	161200	154780
415	0	1532	2372	0	132988	152412	160056
416	0	1532	2372	0	132988	129588	157544
417	0	1532	2372	0	132988	160012	156220
418	0	1532	2372	0	132988	160132	158604
419	0	1532	2372	0	132988	160132	154956
420	0	1532	2372	0	132988	160132	153536
