"foi","numOlapA_obs","numOlapA_alt","numOlapA_pval","numOlapAwithin_obs","numOlapAwithin_alt","numOlapAwithin_pval","numOlapB_obs","numOlapB_alt","numOlapB_pval","numOlapBwithin_obs","numOlapBwithin_alt","numOlapBwithin_pval","comOlap_obs","comOlap_alt","comOlap_pval","meandist_obs","meandist_alt","meandist_pval","meanLenOlapB_obs","meanLenOlapB_alt","meanLenOlapB_pval"
"ct_LC_foi_H3K27ac_na_desc_narrowPeak",2817,"less",9.99900009999e-05,0,"greater",1,9030,"less",9.99900009999e-05,8721,"less",9.99900009999e-05,7282103,"less",9.99900009999e-05,-199209.198406008,"less",9.99900009999e-05,838.433665559247,"less",0.0027997200279972
"ct_LC_foi_H3K27me3_br_desc_broadPeak",10068,"greater",9.99900009999e-05,0,"less",0.65013498650135,60005,"greater",0.164883511648835,57339,"greater",0.0072992700729927,67639384,"less",9.99900009999e-05,-13402.3281477508,"greater",0.0003999600039996,1174.38078493459,"less",9.99900009999e-05
"ct_LC_foi_H3K27me3_na_desc_narrowPeak",1146,"less",9.99900009999e-05,0,"greater",1,2164,"less",9.99900009999e-05,2133,"less",9.99900009999e-05,548646,"less",9.99900009999e-05,-632951.61690551,"less",9.99900009999e-05,255.188077634011,"less",0.0330966903309669
"ct_LC_foi_H3K36me3_br_desc_broadPeak",5590,"less",9.99900009999e-05,37,"less",0.0258974102589741,16326,"less",9.99900009999e-05,14695,"less",9.99900009999e-05,41129053,"less",9.99900009999e-05,-35238.4465476282,"greater",0.0381961803819618,3207.15913267181,"less",9.99900009999e-05
"ct_LC_foi_H3K36me3_na_desc_narrowPeak",1583,"less",9.99900009999e-05,0,"greater",1,17985,"less",9.99900009999e-05,17755,"less",9.99900009999e-05,6281930,"less",9.99900009999e-05,-678028.052034639,"less",9.99900009999e-05,351.862941340006,"less",0.0663933606639336
"ct_LC_foi_H3K4me1_br_desc_broadPeak",7329,"less",9.99900009999e-05,1,"less",0.393460653934607,20268,"less",9.99900009999e-05,18888,"less",9.99900009999e-05,34842519,"less",9.99900009999e-05,-46200.3877691777,"less",9.99900009999e-05,1846.82203473456,"less",9.99900009999e-05
"ct_LC_foi_H3K4me1_na_desc_narrowPeak",3664,"less",9.99900009999e-05,0,"greater",1,15263,"less",9.99900009999e-05,14897,"less",9.99900009999e-05,8809319,"less",9.99900009999e-05,-252757.576212737,"less",9.99900009999e-05,585.900085173295,"less",9.99900009999e-05
"ct_LC_foi_H3K4me2_br_desc_broadPeak",6743,"less",9.99900009999e-05,0,"less",0.490850914908509,15749,"less",9.99900009999e-05,14772,"less",9.99900009999e-05,24780705,"less",9.99900009999e-05,-42728.1217717833,"less",9.99900009999e-05,1702.33760873706,"less",9.99900009999e-05
"ct_LC_foi_H3K4me2_na_desc_narrowPeak",4009,"less",9.99900009999e-05,0,"greater",1,14832,"less",9.99900009999e-05,14418,"less",9.99900009999e-05,10176064,"less",9.99900009999e-05,-168470.095332976,"less",9.99900009999e-05,703.418284789644,"less",9.99900009999e-05
"ct_LC_foi_H3K4me3_br_desc_broadPeak",8828,"less",9.99900009999e-05,0,"less",0.783121687831217,20946,"less",9.99900009999e-05,19986,"less",9.99900009999e-05,24025791,"less",9.99900009999e-05,-9529.4179630623,"greater",0.316568343165683,1216.99069034661,"less",9.99900009999e-05
"ct_LC_foi_H3K4me3_na_desc_narrowPeak",2616,"less",9.99900009999e-05,0,"greater",1,8684,"less",9.99900009999e-05,8462,"less",9.99900009999e-05,5476204,"less",9.99900009999e-05,-258632.601961836,"less",9.99900009999e-05,645.554698295716,"less",9.99900009999e-05
"ct_LC_foi_H3K79me2_br_desc_broadPeak",7862,"less",9.99900009999e-05,39,"less",0.0198980101989801,21465,"less",9.99900009999e-05,20363,"less",9.99900009999e-05,27742799,"less",9.99900009999e-05,-11800.1493601042,"greater",0.117088291170883,1633.98020032611,"less",9.99900009999e-05
"ct_LC_foi_H3K79me2_na_desc_narrowPeak",1341,"less",9.99900009999e-05,0,"greater",1,16398,"less",9.99900009999e-05,16053,"less",9.99900009999e-05,8737563,"less",9.99900009999e-05,-639646.013027818,"less",9.99900009999e-05,549.516282473472,"greater",0.301069893010699
"ct_LC_foi_H3K9ac_br_desc_broadPeak",11183,"less",9.99900009999e-05,0,"less",0.811918808119188,30591,"less",9.99900009999e-05,29483,"less",9.99900009999e-05,26816606,"less",9.99900009999e-05,-2524.36477891026,"greater",9.99900009999e-05,911.152528521461,"less",9.99900009999e-05
"ct_LC_foi_H3K9ac_na_desc_narrowPeak",1824,"less",9.99900009999e-05,0,"greater",1,5013,"less",9.99900009999e-05,4832,"less",9.99900009999e-05,4109233,"less",9.99900009999e-05,-417526.581193961,"less",9.99900009999e-05,844.094554159186,"less",9.99900009999e-05
"ct_LC_foi_H3K9me3_br_desc_broadPeak",10842,"less",9.99900009999e-05,0,"less",0.4999500049995,46623,"less",0.147085291470853,44710,"greater",0.3999600039996,48024933,"less",9.99900009999e-05,-3963.94168135489,"greater",9.99900009999e-05,1078.58140831778,"less",9.99900009999e-05
"ct_LC_foi_H3K9me3_na_desc_narrowPeak",2691,"less",9.99900009999e-05,0,"greater",1,7914,"less",9.99900009999e-05,7828,"less",9.99900009999e-05,2529558,"less",9.99900009999e-05,-191936.043451605,"less",9.99900009999e-05,321.695729087693,"less",9.99900009999e-05
"ct_LC_foi_H4K20me1_br_desc_broadPeak",10726,"less",9.99900009999e-05,0,"less",0.74982501749825,42532,"less",9.99900009999e-05,41267,"less",9.99900009999e-05,32941912,"less",9.99900009999e-05,-5826.68779216798,"greater",9.99900009999e-05,797.748518762344,"less",9.99900009999e-05
"ct_LC_foi_H4K20me1_na_desc_narrowPeak",465,"less",9.99900009999e-05,0,"greater",1,1009,"less",9.99900009999e-05,998,"less",9.99900009999e-05,261166,"less",9.99900009999e-05,-1313895.48110966,"less",9.99900009999e-05,260.668979187314,"less",0.0012998700129987
"ct_LC_foi_HCFC1_desc_TF",621,"less",9.99900009999e-05,0,"greater",1,781,"less",9.99900009999e-05,771,"less",9.99900009999e-05,227853,"less",9.99900009999e-05,-805563.783431681,"less",9.99900009999e-05,302.975672215109,"greater",0.289271072892711
"ct_LC_foi_HDAC2_desc_TF",122,"less",9.99900009999e-05,0,"greater",1,158,"less",9.99900009999e-05,155,"less",9.99900009999e-05,71994,"less",9.99900009999e-05,-2393570.14637137,"less",9.99900009999e-05,513.569620253165,"less",0.143485651434857
"ct_LC_foi_HDAC6_desc_TF",302,"less",9.99900009999e-05,0,"greater",1,452,"less",9.99900009999e-05,448,"less",9.99900009999e-05,194783,"less",9.99900009999e-05,-1228446.98750862,"less",9.99900009999e-05,498.646017699115,"greater",0.0153984601539846
"ct_LC_foi_HDGF_desc_TF",1043,"less",9.99900009999e-05,0,"greater",1,1899,"less",9.99900009999e-05,1864,"less",9.99900009999e-05,782233,"less",9.99900009999e-05,-628374.840524178,"less",9.99900009999e-05,441.728804634018,"greater",9.99900009999e-05
"ct_LC_foi_HSF1_desc_TF",210,"less",9.99900009999e-05,0,"greater",1,236,"less",9.99900009999e-05,231,"less",9.99900009999e-05,69717,"less",9.99900009999e-05,-1487340.20829182,"less",9.99900009999e-05,304.669491525424,"greater",0.29047095290471
"ct_LC_foi_IKZF1_desc_TF",3540,"less",9.99900009999e-05,0,"greater",1,8789,"less",9.99900009999e-05,8641,"less",9.99900009999e-05,3639092,"less",9.99900009999e-05,-140055.6074795,"less",9.99900009999e-05,499.562862669246,"less",9.99900009999e-05
"ct_LC_foi_IKZF2_desc_TF",3061,"less",9.99900009999e-05,0,"greater",1,6783,"less",9.99900009999e-05,6650,"less",9.99900009999e-05,3094834,"less",9.99900009999e-05,-163449.1948042,"less",9.99900009999e-05,514.242370632463,"less",0.0018998100189981
"ct_LC_foi_IRF3_desc_TF",359,"less",9.99900009999e-05,0,"greater",1,409,"less",9.99900009999e-05,405,"less",9.99900009999e-05,111925,"less",9.99900009999e-05,-1142230.68955476,"less",9.99900009999e-05,276.559902200489,"greater",0.0093990600939906
"ct_LC_foi_IRF4_desc_TF",2033,"less",9.99900009999e-05,0,"greater",1,3116,"less",9.99900009999e-05,3087,"less",9.99900009999e-05,908862,"less",9.99900009999e-05,-281196.491148747,"less",9.99900009999e-05,296.987163029525,"less",0.347165283471653
"ct_LC_foi_IRF5_desc_TF",253,"less",9.99900009999e-05,0,"greater",1,283,"less",9.99900009999e-05,280,"less",9.99900009999e-05,85628,"less",9.99900009999e-05,-1540139.14276956,"less",9.99900009999e-05,304.035335689046,"greater",0.274272572742726
"ct_LC_foi_JUNB_desc_TF",2954,"less",9.99900009999e-05,0,"greater",1,5452,"less",9.99900009999e-05,5377,"less",9.99900009999e-05,1892371,"less",9.99900009999e-05,-163151.219250517,"less",9.99900009999e-05,365.211848862803,"less",0.40955904409559
"ct_LC_foi_JUND_desc_TF",768,"less",9.99900009999e-05,0,"greater",1,923,"less",9.99900009999e-05,916,"less",9.99900009999e-05,258092,"less",9.99900009999e-05,-545481.134186528,"less",9.99900009999e-05,281.950162513543,"greater",9.99900009999e-05
"ct_LC_foi_KDM1A_desc_TF",30,"less",0.0003999600039996,0,"greater",1,37,"less",0.0012998700129987,36,"less",0.0033996600339966,15648,"less",0.0003999600039996,-9627868.93317496,"less",9.99900009999e-05,474.351351351351,"less",0.295570442955704
"ct_LC_foi_KLF5_desc_TF",882,"less",9.99900009999e-05,0,"greater",1,1410,"less",9.99900009999e-05,1382,"less",9.99900009999e-05,522170,"less",9.99900009999e-05,-658392.22492145,"less",9.99900009999e-05,409.00780141844,"greater",0.187581241875812
"ct_LC_foi_LARP7_desc_TF",1003,"less",9.99900009999e-05,0,"greater",1,1691,"less",9.99900009999e-05,1658,"less",9.99900009999e-05,643315,"less",9.99900009999e-05,-576584.882213196,"less",9.99900009999e-05,414.535777646363,"greater",0.087991200879912
"ct_LC_foi_MAFK_desc_TF",1061,"less",0.0033996600339966,0,"greater",1,1133,"less",0.0006999300069993,1115,"less",0.0003999600039996,302305,"less",0.0006999300069993,-247140.133879991,"less",0.296870312968703,268.833186231244,"greater",0.421857814218578
"ct_LC_foi_MAX_desc_TF",1003,"less",9.99900009999e-05,0,"greater",1,1688,"less",9.99900009999e-05,1653,"less",9.99900009999e-05,657336,"less",9.99900009999e-05,-602560.195034102,"less",9.99900009999e-05,422.954976303318,"less",0.060993900609939
"ct_LC_foi_MAZ_desc_TF",1088,"less",9.99900009999e-05,0,"greater",1,1611,"less",9.99900009999e-05,1573,"less",9.99900009999e-05,675741,"less",9.99900009999e-05,-564395.415817304,"less",9.99900009999e-05,435.47548106766,"greater",0.374562543745625
"ct_LC_foi_MEF2A_desc_TF",1955,"less",9.99900009999e-05,0,"greater",1,3221,"less",9.99900009999e-05,3184,"less",9.99900009999e-05,887865,"less",9.99900009999e-05,-307409.523641658,"less",9.99900009999e-05,278.766842595467,"less",0.138086191380862
"ct_LC_foi_MEF2B_desc_TF",2772,"less",9.99900009999e-05,0,"greater",1,5279,"less",9.99900009999e-05,5193,"less",9.99900009999e-05,2343099,"less",9.99900009999e-05,-153965.331366388,"less",9.99900009999e-05,503.850918734609,"less",9.99900009999e-05
"ct_LC_foi_MEF2C_desc_TF",1175,"less",9.99900009999e-05,0,"greater",1,1655,"less",9.99900009999e-05,1635,"less",9.99900009999e-05,460771,"less",9.99900009999e-05,-445526.754463944,"less",9.99900009999e-05,282.935347432024,"less",0.0198980101989801
"ct_LC_foi_MLLT1_desc_TF",1790,"less",9.99900009999e-05,0,"greater",1,4703,"less",9.99900009999e-05,4608,"less",9.99900009999e-05,2044119,"less",9.99900009999e-05,-303545.777300943,"less",9.99900009999e-05,614.383797576015,"greater",0.364263573642636
"ct_LC_foi_MTA2_desc_TF",3182,"less",9.99900009999e-05,0,"greater",1,6490,"less",9.99900009999e-05,6377,"less",9.99900009999e-05,2758067,"less",9.99900009999e-05,-133811.352210897,"less",9.99900009999e-05,479.365177195686,"less",9.99900009999e-05
"ct_LC_foi_MTA3_desc_TF",1173,"less",9.99900009999e-05,0,"greater",1,2219,"less",9.99900009999e-05,2160,"less",9.99900009999e-05,1114640,"less",9.99900009999e-05,-556632.758985363,"less",9.99900009999e-05,577.634970707526,"less",0.209179082091791
"ct_LC_foi_MXI1_desc_TF",1125,"less",9.99900009999e-05,0,"greater",1,1762,"less",9.99900009999e-05,1730,"less",9.99900009999e-05,739208,"less",9.99900009999e-05,-513760.145911564,"less",9.99900009999e-05,435.058456299659,"greater",0.0354964503549645
"ct_LC_foi_MYB_desc_TF",352,"less",9.99900009999e-05,0,"greater",1,444,"less",9.99900009999e-05,442,"less",9.99900009999e-05,138632,"less",9.99900009999e-05,-1160188.52318185,"less",9.99900009999e-05,319.682432432432,"less",0.0505949405059494
"ct_LC_foi_MYC_desc_TF",260,"less",9.99900009999e-05,0,"greater",1,303,"less",9.99900009999e-05,298,"less",9.99900009999e-05,170374,"less",9.99900009999e-05,-1387268.62441566,"less",9.99900009999e-05,595.042904290429,"less",0.364863513648635
"ct_LC_foi_NBN_desc_TF",1968,"less",9.99900009999e-05,0,"greater",1,4241,"less",9.99900009999e-05,4144,"less",9.99900009999e-05,1985233,"less",9.99900009999e-05,-283269.985899303,"less",9.99900009999e-05,536.068615892478,"greater",9.99900009999e-05
"ct_LC_foi_NFATC1_desc_TF",1181,"less",9.99900009999e-05,0,"greater",1,1972,"less",9.99900009999e-05,1923,"less",9.99900009999e-05,933192,"less",9.99900009999e-05,-543582.453674611,"less",9.99900009999e-05,526.235801217039,"less",0.376862313768623
"ct_LC_foi_NFATC3_desc_TF",1853,"less",9.99900009999e-05,0,"greater",1,3322,"less",9.99900009999e-05,3265,"less",9.99900009999e-05,1493926,"less",9.99900009999e-05,-265066.506015787,"less",9.99900009999e-05,494.304936785069,"less",0.115288471152885
"ct_LC_foi_NFIC_desc_TF",2416,"less",9.99900009999e-05,0,"greater",1,5579,"less",9.99900009999e-05,5468,"less",9.99900009999e-05,2421712,"less",9.99900009999e-05,-260001.120928807,"less",9.99900009999e-05,505.398100017924,"less",0.117988201179882
"ct_LC_foi_NFXL1_desc_TF",230,"less",9.99900009999e-05,0,"greater",1,570,"less",9.99900009999e-05,566,"less",9.99900009999e-05,169768,"less",9.99900009999e-05,-2313622.599203,"less",9.99900009999e-05,301.929824561404,"greater",0.0024997500249975
"ct_LC_foi_NFYA_desc_TF",138,"less",9.99900009999e-05,0,"greater",1,151,"less",9.99900009999e-05,149,"less",9.99900009999e-05,47759,"less",9.99900009999e-05,-2397792.14951337,"less",9.99900009999e-05,318.748344370861,"less",0.133286671332867
"ct_LC_foi_NFYB_desc_TF",1371,"less",9.99900009999e-05,0,"greater",1,1660,"less",9.99900009999e-05,1642,"less",9.99900009999e-05,593746,"less",9.99900009999e-05,-261381.161085141,"less",9.99900009999e-05,365.361445783133,"greater",9.99900009999e-05
"ct_LC_foi_NKRF_desc_TF",1068,"less",9.99900009999e-05,0,"greater",1,2007,"less",9.99900009999e-05,1970,"less",9.99900009999e-05,717315,"less",9.99900009999e-05,-532624.758372289,"less",9.99900009999e-05,389.594419531639,"greater",0.0066993300669933
"ct_LC_foi_NR2C1_desc_TF",915,"less",9.99900009999e-05,0,"greater",1,1147,"less",9.99900009999e-05,1133,"less",9.99900009999e-05,367884,"less",9.99900009999e-05,-493577.564181163,"less",9.99900009999e-05,329.159546643418,"greater",0.306969303069693
"ct_LC_foi_NR2C2_desc_TF",99,"less",9.99900009999e-05,0,"greater",1,108,"less",9.99900009999e-05,107,"less",9.99900009999e-05,37336,"less",9.99900009999e-05,-3299086.75193501,"less",9.99900009999e-05,351.555555555556,"less",0.0138986101389861
"ct_LC_foi_NR2F1_desc_TF",2526,"less",9.99900009999e-05,0,"greater",1,4567,"less",9.99900009999e-05,4496,"less",9.99900009999e-05,1838007,"less",9.99900009999e-05,-178233.340026056,"less",9.99900009999e-05,439.575651412306,"less",0.0063993600639936
"ct_LC_foi_NRF1_desc_TF",403,"less",9.99900009999e-05,0,"greater",1,448,"less",9.99900009999e-05,444,"less",9.99900009999e-05,110419,"less",9.99900009999e-05,-899278.80971722,"less",9.99900009999e-05,247.667410714286,"greater",0.481951804819518
"ct_LC_foi_PAX5_desc_TF",1816,"less",9.99900009999e-05,0,"greater",1,2667,"less",9.99900009999e-05,2646,"less",9.99900009999e-05,633660,"less",9.99900009999e-05,-281009.967507089,"less",9.99900009999e-05,238.487814023247,"less",0.10958904109589
"ct_LC_foi_PAX8_desc_TF",358,"less",9.99900009999e-05,0,"greater",1,501,"less",9.99900009999e-05,496,"less",9.99900009999e-05,190728,"less",9.99900009999e-05,-1107333.90811556,"less",9.99900009999e-05,402.806387225549,"less",0.106689331066893
"ct_LC_foi_PBX3_desc_TF",884,"less",9.99900009999e-05,0,"greater",1,1058,"less",9.99900009999e-05,1049,"less",9.99900009999e-05,218796,"less",9.99900009999e-05,-545517.550233734,"less",9.99900009999e-05,207.482986767486,"less",0.0018998100189981
"ct_LC_foi_PKNOX1_desc_TF",2733,"less",9.99900009999e-05,0,"greater",1,4497,"less",9.99900009999e-05,4433,"less",9.99900009999e-05,1593730,"less",9.99900009999e-05,-160580.28967737,"less",9.99900009999e-05,365.503891483211,"less",9.99900009999e-05
"ct_LC_foi_PML_desc_TF",1136,"less",9.99900009999e-05,0,"greater",1,1740,"less",9.99900009999e-05,1687,"less",9.99900009999e-05,870905,"less",9.99900009999e-05,-523435.844432524,"less",9.99900009999e-05,552.555747126437,"greater",0.0316968303169683
"ct_LC_foi_POLR2A_desc_TF",1231,"less",9.99900009999e-05,0,"greater",1,3246,"less",9.99900009999e-05,3149,"less",9.99900009999e-05,1448491,"less",9.99900009999e-05,-572955.473676144,"less",9.99900009999e-05,670.335797905114,"less",0.0015998400159984
"ct_LC_foi_POLR2AphosphoS2_desc_TF",620,"less",9.99900009999e-05,0,"greater",1,1232,"less",9.99900009999e-05,1203,"less",9.99900009999e-05,584224,"less",9.99900009999e-05,-841518.479040539,"less",9.99900009999e-05,544.129058441558,"greater",0.178682131786821
"ct_LC_foi_POLR2AphosphoS5_desc_TF",1111,"less",9.99900009999e-05,0,"greater",1,3344,"less",9.99900009999e-05,3240,"less",9.99900009999e-05,1470664,"less",9.99900009999e-05,-614103.245995862,"less",9.99900009999e-05,816.648325358852,"less",0.0096990300969903
"ct_LC_foi_POLR3G_desc_TF",12,"less",0.0225977402259774,0,"greater",1,23,"less",0.0768923107689231,23,"less",0.0768923107689231,5980,"less",0.0768923107689231,-26736848.5190602,"greater",9.99900009999e-05,260,"greater",0.852114788521148
"ct_LC_foi_POU2F2_desc_TF",1716,"less",9.99900009999e-05,0,"greater",1,2636,"less",9.99900009999e-05,2594,"less",9.99900009999e-05,738488,"less",9.99900009999e-05,-360799.391524255,"less",9.99900009999e-05,285.250379362671,"less",0.344465553444656
"ct_LC_foi_RAD21_desc_TF",4412,"less",9.99900009999e-05,0,"greater",1,6131,"less",9.99900009999e-05,6097,"less",9.99900009999e-05,1008634,"less",9.99900009999e-05,-64319.2826270212,"less",9.99900009999e-05,164.829717827434,"less",9.99900009999e-05
"ct_LC_foi_RAD51_desc_TF",1683,"less",9.99900009999e-05,0,"greater",1,2442,"less",9.99900009999e-05,2414,"less",9.99900009999e-05,924195,"less",9.99900009999e-05,-239064.324009503,"less",9.99900009999e-05,392.943079443079,"greater",0.437156284371563
"ct_LC_foi_RB1_desc_TF",1170,"less",9.99900009999e-05,0,"greater",1,1799,"less",9.99900009999e-05,1764,"less",9.99900009999e-05,668262,"less",9.99900009999e-05,-506302.311594758,"less",9.99900009999e-05,397.199555308505,"greater",9.99900009999e-05
"ct_LC_foi_RBBP5_desc_TF",162,"less",9.99900009999e-05,0,"greater",1,224,"less",9.99900009999e-05,218,"less",9.99900009999e-05,110283,"less",9.99900009999e-05,-1909137.33857001,"less",9.99900009999e-05,581.022321428571,"less",0.126087391260874
"ct_LC_foi_RCOR1_desc_TF",826,"less",9.99900009999e-05,0,"greater",1,1252,"less",9.99900009999e-05,1224,"less",9.99900009999e-05,513823,"less",9.99900009999e-05,-634095.223235497,"less",9.99900009999e-05,449.732428115016,"greater",0.153384661533847
"ct_LC_foi_RELA_desc_TF",1373,"less",9.99900009999e-05,0,"greater",1,2228,"less",9.99900009999e-05,2191,"less",9.99900009999e-05,809441,"less",9.99900009999e-05,-390464.324009503,"less",9.99900009999e-05,368.562387791741,"less",0.0135986401359864
"ct_LC_foi_RELB_desc_TF",2530,"less",9.99900009999e-05,0,"greater",1,6013,"less",9.99900009999e-05,5919,"less",9.99900009999e-05,2493662,"less",9.99900009999e-05,-189121.566326922,"less",9.99900009999e-05,518.2792283386,"less",0.0027997200279972
"ct_LC_foi_REST_desc_TF",793,"less",9.99900009999e-05,0,"greater",1,852,"less",9.99900009999e-05,837,"less",9.99900009999e-05,250033,"less",9.99900009999e-05,-535562.200934938,"less",9.99900009999e-05,295.176056338028,"less",9.99900009999e-05
"ct_LC_foi_RFX5_desc_TF",406,"less",9.99900009999e-05,0,"greater",1,448,"less",9.99900009999e-05,440,"less",9.99900009999e-05,145954,"less",9.99900009999e-05,-845349.633688405,"less",9.99900009999e-05,329.328125,"less",0.14978502149785
"ct_LC_foi_RUNX3_desc_TF",3934,"less",9.99900009999e-05,0,"greater",1,8903,"less",9.99900009999e-05,8800,"less",9.99900009999e-05,2592952,"less",9.99900009999e-05,-140944.055253276,"less",9.99900009999e-05,299.563517915309,"greater",0.214878512148785
"ct_LC_foi_RXRA_desc_TF",198,"less",9.99900009999e-05,0,"greater",1,214,"less",9.99900009999e-05,213,"less",9.99900009999e-05,37526,"less",9.99900009999e-05,-1856544.18576136,"less",9.99900009999e-05,176,"greater",0.474452554744526
"ct_LC_foi_SIN3A_desc_TF",742,"less",9.99900009999e-05,0,"greater",1,1342,"less",9.99900009999e-05,1317,"less",9.99900009999e-05,594330,"less",9.99900009999e-05,-709047.625182006,"less",9.99900009999e-05,507.239940387481,"less",0.475052494750525
"ct_LC_foi_SIX5_desc_TF",396,"less",9.99900009999e-05,0,"greater",1,430,"less",9.99900009999e-05,425,"less",9.99900009999e-05,94261,"less",9.99900009999e-05,-1154136.07027358,"less",9.99900009999e-05,219.76511627907,"less",0.248875112488751
"ct_LC_foi_SKIL_desc_TF",1936,"less",9.99900009999e-05,0,"greater",1,3714,"less",9.99900009999e-05,3659,"less",9.99900009999e-05,1538414,"less",9.99900009999e-05,-289381.964135183,"less",9.99900009999e-05,453.781906300485,"greater",0.0543945605439456
"ct_LC_foi_SMAD1_desc_TF",828,"less",9.99900009999e-05,0,"greater",1,1406,"less",9.99900009999e-05,1389,"less",9.99900009999e-05,500009,"less",9.99900009999e-05,-549251.752548088,"less",9.99900009999e-05,403.100995732575,"greater",0.0798920107989201
"ct_LC_foi_SMAD5_desc_TF",550,"less",9.99900009999e-05,0,"greater",1,1060,"less",9.99900009999e-05,1032,"less",9.99900009999e-05,433252,"less",9.99900009999e-05,-845978.228063453,"less",9.99900009999e-05,472.598113207547,"greater",0.436956304369563
"ct_LC_foi_SMARCA5_desc_TF",1351,"less",9.99900009999e-05,0,"greater",1,2268,"less",9.99900009999e-05,2234,"less",9.99900009999e-05,843602,"less",9.99900009999e-05,-464557.815618055,"less",9.99900009999e-05,387.698412698413,"greater",9.99900009999e-05
"ct_LC_foi_SMC3_desc_TF",3504,"less",9.99900009999e-05,0,"greater",1,4590,"less",9.99900009999e-05,4544,"less",9.99900009999e-05,1233932,"less",9.99900009999e-05,-99008.2690627634,"less",9.99900009999e-05,270,"greater",1
"ct_LC_foi_SP1_desc_TF",1227,"less",9.99900009999e-05,0,"greater",1,1752,"less",9.99900009999e-05,1735,"less",9.99900009999e-05,509738,"less",9.99900009999e-05,-444047.625718446,"less",9.99900009999e-05,293.524543378995,"greater",9.99900009999e-05
"ct_LC_foi_SPI1_desc_TF",3848,"less",9.99900009999e-05,0,"greater",1,6058,"less",9.99900009999e-05,6012,"less",9.99900009999e-05,1425299,"less",9.99900009999e-05,-87730.1570235267,"less",9.99900009999e-05,236.381809177947,"greater",0.343065693430657
"ct_LC_foi_SRF_desc_TF",1891,"less",9.99900009999e-05,0,"greater",1,2535,"less",9.99900009999e-05,2503,"less",9.99900009999e-05,869380,"less",9.99900009999e-05,-227948.917771477,"less",9.99900009999e-05,350.534122287968,"less",0.0435956404359564
"ct_LC_foi_STAT1_desc_TF",635,"less",9.99900009999e-05,0,"greater",1,867,"less",9.99900009999e-05,854,"less",9.99900009999e-05,299053,"less",9.99900009999e-05,-784029.156103916,"less",9.99900009999e-05,363.734717416378,"less",0.502649735026497
"ct_LC_foi_STAT3_desc_TF",724,"less",9.99900009999e-05,0,"greater",1,962,"less",9.99900009999e-05,940,"less",9.99900009999e-05,386541,"less",9.99900009999e-05,-728906.416123841,"less",9.99900009999e-05,410,"greater",0.943305669433057
"ct_LC_foi_STAT5A_desc_TF",796,"less",9.99900009999e-05,0,"greater",1,1257,"less",9.99900009999e-05,1221,"less",9.99900009999e-05,626344,"less",9.99900009999e-05,-662345.862058395,"less",9.99900009999e-05,555.890214797136,"less",0.234376562343766
"ct_LC_foi_SUZ12_desc_TF",226,"less",9.99900009999e-05,0,"greater",1,403,"less",9.99900009999e-05,395,"less",9.99900009999e-05,138979,"less",9.99900009999e-05,-1620093.28285692,"less",9.99900009999e-05,384,"greater",0.411958804119588
"ct_LC_foi_TAF1_desc_TF",947,"less",9.99900009999e-05,0,"greater",1,1600,"less",9.99900009999e-05,1571,"less",9.99900009999e-05,478054,"less",9.99900009999e-05,-605794.28569239,"less",9.99900009999e-05,312.585,"greater",0.258674132586741
"ct_LC_foi_TARDBP_desc_TF",1671,"less",9.99900009999e-05,0,"greater",1,2825,"less",9.99900009999e-05,2778,"less",9.99900009999e-05,1126367,"less",9.99900009999e-05,-317191.453444708,"less",9.99900009999e-05,429.314690265487,"greater",0.0474952504749525
"ct_LC_foi_TBL1XR1_desc_TF",1136,"less",9.99900009999e-05,0,"greater",1,1668,"less",9.99900009999e-05,1636,"less",9.99900009999e-05,668917,"less",9.99900009999e-05,-493614.842746571,"less",9.99900009999e-05,410,"greater",0.559244075592441
"ct_LC_foi_TBP_desc_TF",986,"less",9.99900009999e-05,0,"greater",1,1739,"less",9.99900009999e-05,1712,"less",9.99900009999e-05,635158,"less",9.99900009999e-05,-524827.324775845,"less",9.99900009999e-05,374.311673375503,"less",0.195680431956804
"ct_LC_foi_TBX21_desc_TF",3042,"less",9.99900009999e-05,0,"greater",1,6207,"less",9.99900009999e-05,6116,"less",9.99900009999e-05,2318317,"less",9.99900009999e-05,-142958.522568779,"less",9.99900009999e-05,409.84404704366,"less",0.171382861713829
"ct_LC_foi_TCF12_desc_TF",1695,"less",9.99900009999e-05,0,"greater",1,2763,"less",9.99900009999e-05,2741,"less",9.99900009999e-05,657859,"less",9.99900009999e-05,-374916.239711855,"less",9.99900009999e-05,239.824828085414,"less",0.179182081791821
"ct_LC_foi_TCF3_desc_TF",1121,"less",9.99900009999e-05,0,"greater",1,1550,"less",9.99900009999e-05,1530,"less",9.99900009999e-05,426477,"less",9.99900009999e-05,-551744.823128209,"less",9.99900009999e-05,279.01935483871,"less",0.408359164083592
"ct_LC_foi_TCF7_desc_TF",1127,"less",9.99900009999e-05,0,"greater",1,1583,"less",9.99900009999e-05,1560,"less",9.99900009999e-05,529760,"less",9.99900009999e-05,-439020.003142003,"less",9.99900009999e-05,347.532533164877,"less",0.145885411458854
"ct_LC_foi_TRIM22_desc_TF",3353,"less",9.99900009999e-05,0,"greater",1,5541,"less",9.99900009999e-05,5458,"less",9.99900009999e-05,2083153,"less",9.99900009999e-05,-123802.507088666,"less",9.99900009999e-05,397.46273235878,"greater",9.99900009999e-05
