ID	Gene Name	Species
55472	RBM12B antisense RNA 1(RBM12B-AS1)	Homo sapiens	
100505538	RBM26 antisense RNA 1(RBM26-AS1)	Homo sapiens	
100775107	RBM5 antisense RNA 1(RBM5-AS1)	Homo sapiens	
100873979	RBMS3 antisense RNA 3(RBMS3-AS3)	Homo sapiens	
100873980	RERG antisense RNA 1(RERG-AS1)	Homo sapiens	
100288527	REX1, RNA exonuclease 1 homolog-like 2, pseudogene(REXO1L2P)	Homo sapiens	
10740	RFPL1 antisense RNA 1(RFPL1S)	Homo sapiens	
10737	RFPL3 antisense(RFPL3S)	Homo sapiens	
503569	RGMB antisense RNA 1(RGMB-AS1)	Homo sapiens	
729121	RGPD4 antisense RNA 1 (head to head)(RGPD4-AS1)	Homo sapiens	
84820	RNA polymerase II subunit J4, pseudogene(POLR2J4)	Homo sapiens	
6086	RNA, Ro-associated Y4(RNY4)	Homo sapiens	
6090	RNA, Ro-associated Y5(RNY5)	Homo sapiens	
100151683	RNA, U4atac small nuclear (U12-dependent splicing)(RNU4ATAC)	Homo sapiens	
26830	RNA, U5D small nuclear 1(RNU5D-1)	Homo sapiens	
26829	RNA, U5E small nuclear 1(RNU5E-1)	Homo sapiens	
26828	RNA, U5F small nuclear 1(RNU5F-1)	Homo sapiens	
100873753	RNA, U6 small nuclear 16, pseudogene(RNU6-16P)	Homo sapiens	
100873754	RNA, U6 small nuclear 19, pseudogene(RNU6-19P)	Homo sapiens	
100873756	RNA, U6 small nuclear 28, pseudogene(RNU6-28P)	Homo sapiens	
100873740	RNA, U6 small nuclear 31, pseudogene(RNU6-31P)	Homo sapiens	
100873762	RNA, U6 small nuclear 53, pseudogene(RNU6-53P)	Homo sapiens	
100873771	RNA, U6 small nuclear 67, pseudogene(RNU6-67P)	Homo sapiens	
100873774	RNA, U6 small nuclear 71, pseudogene(RNU6-71P)	Homo sapiens	
100873775	RNA, U6 small nuclear 72, pseudogene(RNU6-72P)	Homo sapiens	
100873777	RNA, U6 small nuclear 76, pseudogene(RNU6-76P)	Homo sapiens	
100873778	RNA, U6 small nuclear 78, pseudogene(RNU6-78P)	Homo sapiens	
100873779	RNA, U6 small nuclear 79, pseudogene(RNU6-79P)	Homo sapiens	
100873780	RNA, U6 small nuclear 81, pseudogene(RNU6-81P)	Homo sapiens	
100873782	RNA, U6 small nuclear 83, pseudogene(RNU6-83P)	Homo sapiens	
100506054	RNASEH1 antisense RNA 1(RNASEH1-AS1)	Homo sapiens	
100874255	RNASEH2B antisense RNA 1(RNASEH2B-AS1)	Homo sapiens	
101927612	RNF139 antisense RNA 1 (head to head)(RNF139-AS1)	Homo sapiens	
386597	RNF144A antisense RNA 1(RNF144A-AS1)	Homo sapiens	
100874342	RNF216 intronic transcript 1(RNF216-IT1)	Homo sapiens	
100874222	RNF219 antisense RNA 1(RNF219-AS1)	Homo sapiens	
100505845	ROPN1L antisense RNA 1(ROPN1L-AS1)	Homo sapiens	
100526842	RPL17-C18orf32 readthrough(RPL17-C18orf32)	Homo sapiens	
285456	RPL34 antisense RNA 1 (head to head)(RPL34-AS1)	Homo sapiens	
100529239	RPS10-NUDT3 readthrough(RPS10-NUDT3)	Homo sapiens	
100874353	RPS6KA2 intronic transcript 1(RPS6KA2-IT1)	Homo sapiens	
80215	RUNX1 intronic transcript 1(RUNX1-IT1)	Homo sapiens	
100133308	Ras suppressor protein 1 pseudogene 2(RSU1P2)	Homo sapiens	
100506680	SACS antisense RNA 1(SACS-AS1)	Homo sapiens	
552860	SAMD12 antisense RNA 1(SAMD12-AS1)	Homo sapiens	
100874190	SAMSN1 antisense RNA 1(SAMSN1-AS1)	Homo sapiens	
386627	SAP30L antisense RNA 1 (head to head)(SAP30L-AS1)	Homo sapiens	
150538	SATB2 antisense RNA 1(SATB2-AS1)	Homo sapiens	
283104	SBF2 antisense RNA 1(SBF2-AS1)	Homo sapiens	
100533182	SEC24B antisense RNA 1(SEC24B-AS1)	Homo sapiens	
285540	SEPSECS antisense RNA 1 (head to head)(SEPSECS-AS1)	Homo sapiens	
441394	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 1(SUGT1P1)	Homo sapiens	
283507	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3(SUGT1P3)	Homo sapiens	
100505696	SH3BP5 antisense RNA 1(SH3BP5-AS1)	Homo sapiens	
100287216	SH3RF3 antisense RNA 1(SH3RF3-AS1)	Homo sapiens	
100129794	SLC25A21 antisense RNA 1(SLC25A21-AS1)	Homo sapiens	
440584	SLC2A1 antisense RNA 1(SLC2A1-AS1)	Homo sapiens	
641364	SLC7A11 antisense RNA 1(SLC7A11-AS1)	Homo sapiens	
100128590	SLC8A1 antisense RNA 1(SLC8A1-AS1)	Homo sapiens	
100885796	SLC9A9 antisense RNA 1(SLC9A9-AS1)	Homo sapiens	
100507178	SLFNL1 antisense RNA 1(SLFNL1-AS1)	Homo sapiens	
100996712	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)(SRGAP2D)	Homo sapiens	
100505893	SLIT2 intronic transcript 1(SLIT2-IT1)	Homo sapiens	
100533975	SLMO2-ATP5E readthrough(SLMO2-ATP5E)	Homo sapiens	
100128055	SMARCA5 antisense RNA 1(SMARCA5-AS1)	Homo sapiens	
100507299	SMC5 antisense RNA 1 (head to head)(SMC5-AS1)	Homo sapiens	
101929212	SMIM2 antisense RNA 1(SMIM2-AS1)	Homo sapiens	
100874377	SMIM2 intronic transcript 1(SMIM2-IT1)	Homo sapiens	
100131208	SNAP25 antisense RNA 1(SNAP25-AS1)	Homo sapiens	
100873954	SNRK antisense RNA 1(SNRK-AS1)	Homo sapiens	
144481	SOCS2 antisense RNA 1(SOCS2-AS1)	Homo sapiens	
347689	SOX2 overlapping transcript(SOX2-OT)	Homo sapiens	
100507533	SOX21 antisense RNA 1 (head to head)(SOX21-AS1)	Homo sapiens	
400618	SOX9 antisense RNA 1(SOX9-AS1)	Homo sapiens	
102238594	SPACA6P antisense RNA(SPACA6P-AS)	Homo sapiens	
494118	SPANX family member N1(SPANXN1)	Homo sapiens	
619455	SPANXA2 overlapping transcript 1(SPANXA2-OT1)	Homo sapiens	
100874231	SPATA13 antisense RNA 1(SPATA13-AS1)	Homo sapiens	
100652749	SPATA8 antisense RNA 1 (head to head)(SPATA8-AS1)	Homo sapiens	
100506462	SRD5A3 antisense RNA 1(SRD5A3-AS1)	Homo sapiens	
100873165	SRGAP2 antisense RNA 1(SRGAP2-AS1)	Homo sapiens	
51188	SS18 like 2(SS18L2)	Homo sapiens	
100874207	ST3GAL6 antisense RNA 1(ST3GAL6-AS1)	Homo sapiens	
93653	ST7 antisense RNA 1(ST7-AS1)	Homo sapiens	
93654	ST7 antisense RNA 2(ST7-AS2)	Homo sapiens	
93655	ST7 overlapping transcript 3(ST7-OT3)	Homo sapiens	
338069	ST7 overlapping transcript 4(ST7-OT4)	Homo sapiens	
100128098	ST8SIA6 antisense RNA 1(ST8SIA6-AS1)	Homo sapiens	
102723166	STAM antisense RNA 1 (head to head)(STAM-AS1)	Homo sapiens	
100874241	STARD13 antisense RNA(STARD13-AS)	Homo sapiens	
100505678	STARD4 antisense RNA 1(STARD4-AS1)	Homo sapiens	
100128126	STAU2 antisense RNA 1(STAU2-AS1)	Homo sapiens	
100874100	STEAP2 antisense RNA 1(STEAP2-AS1)	Homo sapiens	
100505826	STK4 antisense RNA 1 (head to head)(STK4-AS1)	Homo sapiens	
101410545	STPG2 antisense RNA 1(STPG2-AS1)	Homo sapiens	
100507266	STX18 antisense RNA 1 (head to head)(STX18-AS1)	Homo sapiens	
729178	STXBP5 antisense RNA 1(STXBP5-AS1)	Homo sapiens	
101927111	SUCLG2 antisense RNA 1 (head to head)(SUCLG2-AS1)	Homo sapiens	
391257	SUMO1 pseudogene 1(SUMO1P1)	Homo sapiens	
101669767	SWI/SNF complex antagonist associated with prostate cancer 1 (non-protein coding)(SCHLAP1)	Homo sapiens	
100874300	SYNJ2 intronic transcript 1(SYNJ2-IT1)	Homo sapiens	
100874016	SYNPR antisense RNA 1(SYNPR-AS1)	Homo sapiens	
100506776	T cell receptor gamma locus antisense RNA 1(TRG-AS1)	Homo sapiens	
27004	T-cell leukemia/lymphoma 6 (non-protein coding)(TCL6)	Homo sapiens	
643387	TAR DNA binding protein pseudogene(LOC643387)	Homo sapiens	
255480	TBX5 antisense RNA 1(TBX5-AS1)	Homo sapiens	
100507064	TEX26 antisense RNA 1(TEX26-AS1)	Homo sapiens	
100169752	TEX36 antisense RNA 1(TEX36-AS1)	Homo sapiens	
100130275	TFAP2A antisense RNA 1(TFAP2A-AS1)	Homo sapiens	
100874273	TGFA intronic transcript 1(TGFA-IT1)	Homo sapiens	
100129138	THAP domain containing, apoptosis associated protein 3 pseudogene(LOC100129138)	Homo sapiens	
100499177	THAP9 antisense RNA 1(THAP9-AS1)	Homo sapiens	
100287227	TIPARP antisense RNA 1(TIPARP-AS1)	Homo sapiens	
349408	TLR8 antisense RNA 1(TLR8-AS1)	Homo sapiens	
100874091	TM4SF1 antisense RNA 1(TM4SF1-AS1)	Homo sapiens	
100507032	TMCC1 antisense RNA 1 (head to head)(TMCC1-AS1)	Homo sapiens	
100505894	TMEM161B antisense RNA 1(TMEM161B-AS1)	Homo sapiens	
101101775	TMEM220 antisense RNA 1(TMEM220-AS1)	Homo sapiens	
219347	TMEM254 antisense RNA 1(TMEM254-AS1)	Homo sapiens	
220980	TMEM72 antisense RNA 1(TMEM72-AS1)	Homo sapiens	
100128191	TMPO antisense RNA 1(TMPO-AS1)	Homo sapiens	
401136	TMPRSS11B N-terminal like, pseudogene(TMPRSS11BNL)	Homo sapiens	
400604	TOB1 antisense RNA 1(TOB1-AS1)	Homo sapiens	
100874027	TPRG1 antisense RNA 2(TPRG1-AS2)	Homo sapiens	
100190939	TPT1 antisense RNA 1(TPT1-AS1)	Homo sapiens	
392490	TPT1-like protein(FLJ44635)	Homo sapiens	
643749	TRAF3IP2 antisense RNA 1(TRAF3IP2-AS1)	Homo sapiens	
283392	TRHDE antisense RNA 1(TRHDE-AS1)	Homo sapiens	
100329135	TRPC5 opposite strand(TRPC5OS)	Homo sapiens	
641467	TSC22D1 antisense RNA 1(TSC22D1-AS1)	Homo sapiens	
100303453	TSNAX-DISC1 readthrough (NMD candidate)(TSNAX-DISC1)	Homo sapiens	
54082	TSPEAR antisense RNA 1(TSPEAR-AS1)	Homo sapiens	
100506134	TTC21B antisense RNA 1(TTC21B-AS1)	Homo sapiens	
284900	TTC28 antisense RNA 1(TTC28-AS1)	Homo sapiens	
100506866	TTN antisense RNA 1(TTN-AS1)	Homo sapiens	
7302	TYRO3P protein tyrosine kinase pseudogene(TYRO3P)	Homo sapiens	
550112	UBA6 antisense RNA 1 (head to head)(UBA6-AS1)	Homo sapiens	
100533179	UBE2F-SCLY readthrough (NMD candidate)(UBE2F-SCLY)	Homo sapiens	
101928017	UBXN10 antisense RNA 1(UBXN10-AS1)	Homo sapiens	
101410542	UCHL1 antisense RNA 1 (head to head)(UCHL1-AS1)	Homo sapiens	
100862728	UPK1A antisense RNA 1(UPK1A-AS1)	Homo sapiens	
100534592	URGCP-MRPS24 readthrough(URGCP-MRPS24)	Homo sapiens	
100874071	USP12 antisense RNA 2 (head to head)(USP12-AS2)	Homo sapiens	
100130855	USP3 antisense RNA 1(USP3-AS1)	Homo sapiens	
100873946	VAV3 antisense RNA 1(VAV3-AS1)	Homo sapiens	
139538	VENT homeobox pseudogene 1(VENTXP1)	Homo sapiens	
391518	VENT homeobox pseudogene 7(VENTXP7)	Homo sapiens	
100507347	VIM antisense RNA 1(VIM-AS1)	Homo sapiens	
401491	VLDLR antisense RNA 1(VLDLR-AS1)	Homo sapiens	
100507240	VWA8 antisense RNA 1 (head to head)(VWA8-AS1)	Homo sapiens	
100885780	VWC2L intronic transcript 1(VWC2L-IT1)	Homo sapiens	
283089	WDR11 antisense RNA 1(WDR11-AS1)	Homo sapiens	
285962	WEE2 antisense RNA 1(WEE2-AS1)	Homo sapiens	
152641	WWC2 antisense RNA 2(WWC2-AS2)	Homo sapiens	
100128025	WWTR1 antisense RNA 1(WWTR1-AS1)	Homo sapiens	
100288077	Wilms tumor 1 associated protein pseudogene 1(WTAPP1)	Homo sapiens	
442459	X-ray repair cross complementing 6 pseudogene 5(XRCC6P5)	Homo sapiens	
100874011	XIRP2 antisense RNA 1(XIRP2-AS1)	Homo sapiens	
101410533	YTHDF3 antisense RNA 1 (head to head)(YTHDF3-AS1)	Homo sapiens	
647012	YY1 transcription factor pseudogene 2(YY1P2)	Homo sapiens	
728723	ZBED3 antisense RNA 1(ZBED3-AS1)	Homo sapiens	
729013	ZBED5 antisense RNA 1(ZBED5-AS1)	Homo sapiens	
100009676	ZBTB11 antisense RNA 1(ZBTB11-AS1)	Homo sapiens	
100131117	ZBTB20 antisense RNA 1(ZBTB20-AS1)	Homo sapiens	
220930	ZEB1 antisense RNA 1(ZEB1-AS1)	Homo sapiens	
100303491	ZEB2 antisense RNA 1(ZEB2-AS1)	Homo sapiens	
594840	ZFAT antisense RNA 1(ZFAT-AS1)	Homo sapiens	
100192378	ZFHX4 antisense RNA 1(ZFHX4-AS1)	Homo sapiens	
414197	ZNF32 antisense RNA 1(ZNF32-AS1)	Homo sapiens	
414208	ZNF32 antisense RNA 2(ZNF32-AS2)	Homo sapiens	
414201	ZNF32 antisense RNA 3(ZNF32-AS3)	Homo sapiens	
253264	ZNF503 antisense RNA 1(ZNF503-AS1)	Homo sapiens	
100131213	ZNF503 antisense RNA 2(ZNF503-AS2)	Homo sapiens	
100507433	ZNF571 antisense RNA 1(ZNF571-AS1)	Homo sapiens	
386758	ZNF582 antisense RNA 1 (head to head)(ZNF582-AS1)	Homo sapiens	
100128252	ZNF667 antisense RNA 1 (head to head)(ZNF667-AS1)	Homo sapiens	
284408	ZNF790 antisense RNA 1(ZNF790-AS1)	Homo sapiens	
441951	ZNFX1 antisense RNA 1(ZFAS1)	Homo sapiens	
100874123	ZNRF3 antisense RNA 1(ZNRF3-AS1)	Homo sapiens	
100132618	ZRANB2 antisense RNA 1(ZRANB2-AS1)	Homo sapiens	
100852410	ZRANB2 antisense RNA 2 (head to head)(ZRANB2-AS2)	Homo sapiens	
100129195	ZSCAN16 antisense RNA 1(ZSCAN16-AS1)	Homo sapiens	
648740	actin gamma 1 pseudogene 4(ACTG1P4)	Homo sapiens	
23782	adaptor related protein complex 1 beta 1 subunit pseudogene 1(AP1B1P1)	Homo sapiens	
221442	adenylate cyclase 10, soluble pseudogene 1(ADCY10P1)	Homo sapiens	
344454	aldehyde oxidase 2 pseudogene(AOX2P)	Homo sapiens	
389932	aldo-keto reductase family 1 member C6, pseudogene(AKR1C6P)	Homo sapiens	
246182	aldo-keto reductase family 7 member A2 pseudogene 1(AKR7A2P1)	Homo sapiens	
100506747	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein LOC641515 homolog(LOC100506747)	Homo sapiens	
728619	ankyrin repeat and SOCS box containing 9 pseudogene 1(ASB9P1)	Homo sapiens	
348840	ankyrin repeat domain 18D, pseudogene(ANKRD18DP)	Homo sapiens	
400110	ankyrin repeat domain 20 family member A19, pseudogene(ANKRD20A19P)	Homo sapiens	
100101938	ankyrin repeat domain 26 pseudogene 3(ANKRD26P3)	Homo sapiens	
650226	ankyrin repeat domain 26 pseudogene(LOC650226)	Homo sapiens	
338579	ankyrin repeat domain 30B pseudogene 3(ANKRD30BP3)	Homo sapiens	
644669	ankyrin repeat domain 30B pseudogene(LOC644669)	Homo sapiens	
100996567	anthrax toxin receptor-like pseudogene 1(ANTXRLP1)	Homo sapiens	
100271873	antisense of IGF2R non-protein coding RNA(AIRN)	Homo sapiens	
644649	apolipoprotein O pseudogene 5(APOOP5)	Homo sapiens	
201283	archaelysin family metallopeptidase 2 pseudogene 1(AMZ2P1)	Homo sapiens	
646396	arginine-glutamic acid dipeptide repeats pseudogene 3(REREP3)	Homo sapiens	
60467	blepharophimosis, epicanthus inversus and ptosis, candidate 1 (non-protein coding)(BPESC1)	Homo sapiens	
23629	bromodomain containing 7 pseudogene 3(BRD7P3)	Homo sapiens	
401237	cancer susceptibility candidate 15 (non-protein coding)(CASC15)	Homo sapiens	
643714	cancer susceptibility candidate 16 (non-protein coding)(CASC16)	Homo sapiens	
101928165	cancer susceptibility candidate 17 (non-protein coding)(CASC17)	Homo sapiens	
101929110	cancer susceptibility candidate 18 (non-protein coding)(CASC18)	Homo sapiens	
101929244	cancer susceptibility candidate 20 (non-protein coding)(CASC20)	Homo sapiens	
101929083	cancer susceptibility candidate 6 (non-protein coding)(CASC6)	Homo sapiens	
727677	cancer susceptibility candidate 8 (non-protein coding)(CASC8)	Homo sapiens	
101805492	cancer susceptibility candidate 9 (non-protein coding)(CASC9)	Homo sapiens	
196993	cancer/testis antigen 62(CT62)	Homo sapiens	
285888	canopy FGF signaling regulator 1(CNPY1)	Homo sapiens	
440700	carbonic anhydrase 14 pseudogene(LOC440700)	Homo sapiens	
340591	carbonic anhydrase 5B pseudogene 1(CA5BP1)	Homo sapiens	
390732	carboxylesterase 1 pseudogene 2(CES1P2)	Homo sapiens	
649264	carboxylesterase 5A pseudogene 1(CES5AP1)	Homo sapiens	
100337616	casein alpha s2-like B, pseudogene(CSN1S2BP)	Homo sapiens	
161635	casein kinase 1 alpha 1 pseudogene 1(CSNK1A1P1)	Homo sapiens	
1518	cathepsin L pseudogene 8(CTSLP8)	Homo sapiens	
101409256	cell division cycle 42 pseudogene(LOC101409256)	Homo sapiens	
729338	centrin 4, pseudogene(CETN4P)	Homo sapiens	
102216268	chondrogenesis-associated transcript(CISTR)	Homo sapiens	
645158	chromobox 3 pseudogene 2(CBX3P2)	Homo sapiens	
388667	chromosome 1 open reading frame 137(C1orf137)	Homo sapiens	
283080	chromosome 10 open reading frame 126(C10orf126)	Homo sapiens	
399815	chromosome 10 open reading frame 88 pseudogene(LOC399815)	Homo sapiens	
341032	chromosome 11 open reading frame 53(C11orf53)	Homo sapiens	
729930	chromosome 11 open reading frame 74 pseudogene(LOC729930)	Homo sapiens	
387882	chromosome 12 open reading frame 75(C12orf75)	Homo sapiens	
283403	chromosome 12 open reading frame 80(C12orf80)	Homo sapiens	
389895	chromosome 16 open reading frame 72-like(LOC389895)	Homo sapiens	
388276	chromosome 16 open reading frame 97(C16orf97)	Homo sapiens	
100506650	chromosome 17 open reading frame 112(C17orf112)	Homo sapiens	
644041	chromosome 18 open reading frame 63(C18orf63)	Homo sapiens	
150590	chromosome 2 open reading frame 15(C2orf15)	Homo sapiens	
400950	chromosome 2 open reading frame 91(C2orf91)	Homo sapiens	
100128496	chromosome 20 open reading frame 78(C20orf78)	Homo sapiens	
57415	chromosome 3 open reading frame 14(C3orf14)	Homo sapiens	
132200	chromosome 3 open reading frame 49(C3orf49)	Homo sapiens	
285311	chromosome 3 open reading frame 56(C3orf56)	Homo sapiens	
389705	chromosome 4 open reading frame 27 pseudogene(LOC389705)	Homo sapiens	
101241902	chromosome 4 open reading frame 46 pseudogene(LOC101241902)	Homo sapiens	
646603	chromosome 4 open reading frame 51(C4orf51)	Homo sapiens	
100190949	chromosome 5 open reading frame 52(C5orf52)	Homo sapiens	
100996485	chromosome 5 open reading frame 66(C5orf66)	Homo sapiens	
202865	chromosome 7 open reading frame 33(C7orf33)	Homo sapiens	
389676	chromosome 8 open reading frame 87(C8orf87)	Homo sapiens	
401546	chromosome 9 open reading frame 152(C9orf152)	Homo sapiens	
401535	chromosome 9 open reading frame 170(C9orf170)	Homo sapiens	
80231	chromosome X open reading frame 21(CXorf21)	Homo sapiens	
728024	chromosome X open reading frame 56 pseudogene(LOC728024)	Homo sapiens	
574016	chronic lymphocytic leukemia up-regulated 1 opposite strand(CLLU1OS)	Homo sapiens	
643160	chymosin pseudogene(CYMP)	Homo sapiens	
142913	cofilin 1 pseudogene 1(CFL1P1)	Homo sapiens	
344875	collagen type VI alpha 4 pseudogene 1(COL6A4P1)	Homo sapiens	
100526820	colon adenocarcinoma hypermethylated (non-protein coding)(CAHM)	Homo sapiens	
100507056	colon cancer associated transcript 1 (non-protein coding)(CCAT1)	Homo sapiens	
101805488	colon cancer associated transcript 2 (non-protein coding)(CCAT2)	Homo sapiens	
643911	colorectal neoplasia differentially expressed (non-protein coding)(CRNDE)	Homo sapiens	
100129055	cyclin Y like 1 pseudogene(LOC100129055)	Homo sapiens	
100132781	cyclin Y like 1 pseudogene(LOC100132781)	Homo sapiens	
641367	cyclin Y like 1 pseudogene(LOC641367)	Homo sapiens	
164380	cystatin 13, pseudogene(CST13P)	Homo sapiens	
360155	cytochrome c, somatic pseudogene 52(CYCSP52)	Homo sapiens	
724068	defensin alpha 11, pseudogene(DEFA11P)	Homo sapiens	
8847	deleted in lymphocytic leukemia 2 (non-protein coding)(DLEU2)	Homo sapiens	
79469	deleted in lymphocytic leukemia 2-like(DLEU2L)	Homo sapiens	
375940	deleted in malignant brain tumors 1 pseudogene 1(DMBT1P1)	Homo sapiens	
100128023	developmental pluripotency associated 2 pseudogene 3(DPPA2P3)	Homo sapiens	
100169989	diazepam binding inhibitor-like 5 pseudogene 2(DBIL5P2)	Homo sapiens	
57291	differentiation antagonizing non-protein coding RNA(DANCR)	Homo sapiens	
729582	disrupted in renal carcinoma 3(DIRC3)	Homo sapiens	
647121	embigin pseudogene 1(EMBP1)	Homo sapiens	
340900	endogenous Bornavirus-like nucleoprotein 1(EBLN1)	Homo sapiens	
55096	endogenous Bornavirus-like nucleoprotein 2(EBLN2)	Homo sapiens	
100126791	eosinophil granule ontogeny transcript (non-protein coding)(EGOT)	Homo sapiens	
284729	espin pseudogene(ESPNP)	Homo sapiens	
196549	eukaryotic translation elongation factor 1 delta pseudogene 3(EEF1DP3)	Homo sapiens	
442720	eukaryotic translation initiation factor 3 subunit I pseudogene 1(EIF3IP1)	Homo sapiens	
100422212	eukaryotic translation initiation factor 3 subunit J pseudogene(LOC100422212)	Homo sapiens	
728066	family with sequence similarity 133, member A pseudogene(FAM133DP)	Homo sapiens	
729830	family with sequence similarity 160 member A1(FAM160A1)	Homo sapiens	
440585	family with sequence similarity 183 member A(FAM183A)	Homo sapiens	
158228	family with sequence similarity 201 member A(FAM201A)	Homo sapiens	
286333	family with sequence similarity 225 member A (non-protein coding)(FAM225A)	Homo sapiens	
619208	family with sequence similarity 229 member B(FAM229B)	Homo sapiens	
149297	family with sequence similarity 78 member B(FAM78B)	Homo sapiens	
692099	family with sequence similarity 86 member D, pseudogene(FAM86DP)	Homo sapiens	
286042	family with sequence similarity 86, member A pseudogene(FAM86B3P)	Homo sapiens	
375061	family with sequence similarity 89 member A(FAM89A)	Homo sapiens	
646508	family with sequence similarity 90 member A27, pseudogene(FAM90A27P)	Homo sapiens	
403315	family with sequence similarity 92, member A3(FAM92A1P2)	Homo sapiens	
100289137	family with sequence similarity 95 member C(FAM95C)	Homo sapiens	
286467	firre intergenic repeating RNA element(FIRRE)	Homo sapiens	
116123	flavin containing monooxygenase 9 pseudogene(FMO9P)	Homo sapiens	
348751	formiminotransferase cyclodeaminase N-terminal like(FTCDNL1)	Homo sapiens	
100128164	four and a half LIM domains 1 pseudogene(LOC100128164)	Homo sapiens	
492303	gem nuclear organelle associated protein 8 pseudogene 4(GEMIN8P4)	Homo sapiens	
728411	glucuronidase, beta pseudogene 1(GUSBP1)	Homo sapiens	
642006	glucuronidase, beta pseudogene 10(GUSBP10)	Homo sapiens	
375513	glucuronidase, beta pseudogene 4(GUSBP4)	Homo sapiens	
441046	glucuronidase, beta pseudogene 5(GUSBP5)	Homo sapiens	
440040	glutamate metabotropic receptor 5 pseudogene(LOC440040)	Homo sapiens	
730152	glutathione S-transferase alpha 7, pseudogene(GSTA7P)	Homo sapiens	
100329109	glycine cleavage system protein H pseudogene 3(GCSHP3)	Homo sapiens	
442132	golgin A6 family-like 1 pseudogene(LOC442132)	Homo sapiens	
60674	growth arrest specific 5 (non-protein coding)(GAS5)	Homo sapiens	
400759	guanylate binding protein 1 pseudogene 1(GBP1P1)	Homo sapiens	
390003	guanylate cyclase 2G, pseudogene(GUCY2GP)	Homo sapiens	
100131635	hCG1645011-like(LOC100131635)	Homo sapiens	
100130298	hCG1816373-like(LOC100130298)	Homo sapiens	
100101266	hepatitis A virus cellular receptor 1 pseudogene 1(HAVCR1P1)	Homo sapiens	
728655	hepatocellular carcinoma up-regulated long non-coding RNA(HULC)	Homo sapiens	
399881	heterogeneous nuclear ribonucleoprotein K pseudogene 3(HNRNPKP3)	Homo sapiens	
387065	high mobility group AT-hook 1 pseudogene 7(HMGA1P7)	Homo sapiens	
128102	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4(HSD3BP4)	Homo sapiens	
3653	imprinted in Prader-Willi syndrome (non-protein coding)(IPW)	Homo sapiens	
3453	interferon alpha 22, pseudogene(IFNA22P)	Homo sapiens	
644945	keratin 16 pseudogene 3(KRT16P3)	Homo sapiens	
283102	keratin 8 pseudogene 41(KRT8P41)	Homo sapiens	
140258	keratin associated protein 13-1(KRTAP13-1)	Homo sapiens	
337985	keratin associated protein 20-3(KRTAP20-3)	Homo sapiens	
100151643	keratin associated protein 20-4(KRTAP20-4)	Homo sapiens	
100288287	keratin associated protein 22-2(KRTAP22-2)	Homo sapiens	
643803	keratin associated protein 24-1(KRTAP24-1)	Homo sapiens	
387264	keratin associated protein 5-1(KRTAP5-1)	Homo sapiens	
387273	keratin associated protein 5-10(KRTAP5-10)	Homo sapiens	
440021	keratin associated protein 5-2(KRTAP5-2)	Homo sapiens	
337878	keratin associated protein 7-1 (gene/pseudogene)(KRTAP7-1)	Homo sapiens	
641516	keratoconus gene 6(KC6)	Homo sapiens	
389765	kinesin family member 27 pseudogene(LOC389765)	Homo sapiens	
100129935	lectin, galactoside binding soluble 14 pseudogene(LOC100129935)	Homo sapiens	
652972	leucine rich repeat containing 37 member A5, pseudogene(LRRC37A5P)	Homo sapiens	
387646	leucine rich repeat containing 37 member A6, pseudogene(LRRC37A6P)	Homo sapiens	
100216546	long intergenic non-protein coding RNA 1004(LINC01004)	Homo sapiens	
100506380	long intergenic non-protein coding RNA 1006(LINC01006)	Homo sapiens	
154092	long intergenic non-protein coding RNA 1010(LINC01010)	Homo sapiens	
100507173	long intergenic non-protein coding RNA 1012(LINC01012)	Homo sapiens	
100874330	long intergenic non-protein coding RNA 1014(LINC01014)	Homo sapiens	
100507362	long intergenic non-protein coding RNA 1015(LINC01015)	Homo sapiens	
100507584	long intergenic non-protein coding RNA 1016(LINC01016)	Homo sapiens	
285577	long intergenic non-protein coding RNA 1019(LINC01019)	Homo sapiens	
340094	long intergenic non-protein coding RNA 1020(LINC01020)	Homo sapiens	
100652853	long intergenic non-protein coding RNA 1023(LINC01023)	Homo sapiens	
101928141	long intergenic non-protein coding RNA 1028(LINC01028)	Homo sapiens	
101927715	long intergenic non-protein coding RNA 1029(LINC01029)	Homo sapiens	
101937451	long intergenic non-protein coding RNA 1030(LINC01030)	Homo sapiens	
401164	long intergenic non-protein coding RNA 1060(LINC01060)	Homo sapiens	
401149	long intergenic non-protein coding RNA 1061(LINC01061)	Homo sapiens	
101927176	long intergenic non-protein coding RNA 1069(LINC01069)	Homo sapiens	
101515984	long intergenic non-protein coding RNA 1080(LINC01080)	Homo sapiens	
100506542	long intergenic non-protein coding RNA 1082(LINC01082)	Homo sapiens	
152742	long intergenic non-protein coding RNA 1085(LINC01085)	Homo sapiens	
100505875	long intergenic non-protein coding RNA 1088(LINC01088)	Homo sapiens	
285419	long intergenic non-protein coding RNA 1091(LINC01091)	Homo sapiens	
100506229	long intergenic non-protein coding RNA 1093(LINC01093)	Homo sapiens	
