ID	Gene Name	Species
407032	microRNA 30c-2(MIR30C2)	Homo sapiens	
407033	microRNA 30d(MIR30D)	Homo sapiens	
407035	microRNA 31(MIR31)	Homo sapiens	
100422866	microRNA 3115(MIR3115)	Homo sapiens	
100422871	microRNA 3117(MIR3117)	Homo sapiens	
100422839	microRNA 3119-1(MIR3119-1)	Homo sapiens	
100423010	microRNA 3119-2(MIR3119-2)	Homo sapiens	
100422882	microRNA 3120(MIR3120)	Homo sapiens	
100423032	microRNA 3121(MIR3121)	Homo sapiens	
100422947	microRNA 3122(MIR3122)	Homo sapiens	
100422986	microRNA 3125(MIR3125)	Homo sapiens	
100423030	microRNA 3126(MIR3126)	Homo sapiens	
100422824	microRNA 3128(MIR3128)	Homo sapiens	
100422908	microRNA 3129(MIR3129)	Homo sapiens	
100422993	microRNA 3130-1(MIR3130-1)	Homo sapiens	
100423002	microRNA 3130-2(MIR3130-2)	Homo sapiens	
100422990	microRNA 3134(MIR3134)	Homo sapiens	
100422859	microRNA 3136(MIR3136)	Homo sapiens	
100423011	microRNA 3138(MIR3138)	Homo sapiens	
100422896	microRNA 3140(MIR3140)	Homo sapiens	
100422950	microRNA 3141(MIR3141)	Homo sapiens	
100422938	microRNA 3142(MIR3142)	Homo sapiens	
100422934	microRNA 3143(MIR3143)	Homo sapiens	
100423001	microRNA 3145(MIR3145)	Homo sapiens	
100422967	microRNA 3146(MIR3146)	Homo sapiens	
100422939	microRNA 3147(MIR3147)	Homo sapiens	
100422876	microRNA 3148(MIR3148)	Homo sapiens	
100422869	microRNA 3152(MIR3152)	Homo sapiens	
100422936	microRNA 3153(MIR3153)	Homo sapiens	
100422988	microRNA 3156-1(MIR3156-1)	Homo sapiens	
100422892	microRNA 3157(MIR3157)	Homo sapiens	
100422953	microRNA 3165(MIR3165)	Homo sapiens	
100422918	microRNA 3167(MIR3167)	Homo sapiens	
100422973	microRNA 3169(MIR3169)	Homo sapiens	
100422981	microRNA 3173(MIR3173)	Homo sapiens	
100422995	microRNA 3175(MIR3175)	Homo sapiens	
100500852	microRNA 3180-4(MIR3180-4)	Homo sapiens	
100422889	microRNA 3194(MIR3194)	Homo sapiens	
100423023	microRNA 3197(MIR3197)	Homo sapiens	
100616400	microRNA 3198-2(MIR3198-2)	Homo sapiens	
100423034	microRNA 3199-1(MIR3199-1)	Homo sapiens	
100422998	microRNA 3199-2(MIR3199-2)	Homo sapiens	
407036	microRNA 32(MIR32)	Homo sapiens	
100302117	microRNA 320b-1(MIR320B1)	Homo sapiens	
100302195	microRNA 320c-2(MIR320C2)	Homo sapiens	
100302169	microRNA 320d-2(MIR320D2)	Homo sapiens	
442900	microRNA 326(MIR326)	Homo sapiens	
442903	microRNA 331(MIR331)	Homo sapiens	
442904	microRNA 335(MIR335)	Homo sapiens	
442911	microRNA 346(MIR346)	Homo sapiens	
100616238	microRNA 3529(MIR3529)	Homo sapiens	
100616357	microRNA 3591(MIR3591)	Homo sapiens	
100500853	microRNA 3605(MIR3605)	Homo sapiens	
100500837	microRNA 3606(MIR3606)	Homo sapiens	
100500914	microRNA 3610(MIR3610)	Homo sapiens	
100500817	microRNA 3612(MIR3612)	Homo sapiens	
100500810	microRNA 3620(MIR3620)	Homo sapiens	
574031	microRNA 363(MIR363)	Homo sapiens	
100500816	microRNA 3649(MIR3649)	Homo sapiens	
100500824	microRNA 3650(MIR3650)	Homo sapiens	
100500918	microRNA 3651(MIR3651)	Homo sapiens	
100500842	microRNA 3652(MIR3652)	Homo sapiens	
100500820	microRNA 3655(MIR3655)	Homo sapiens	
100500832	microRNA 3658(MIR3658)	Homo sapiens	
100126355	microRNA 365a(MIR365A)	Homo sapiens	
100126356	microRNA 365b(MIR365B)	Homo sapiens	
100500825	microRNA 3660(MIR3660)	Homo sapiens	
100500880	microRNA 3662(MIR3662)	Homo sapiens	
100500893	microRNA 3663(MIR3663)	Homo sapiens	
100500861	microRNA 3665(MIR3665)	Homo sapiens	
100500896	microRNA 3666(MIR3666)	Homo sapiens	
100500879	microRNA 3668(MIR3668)	Homo sapiens	
442912	microRNA 367(MIR367)	Homo sapiens	
100500854	microRNA 3671(MIR3671)	Homo sapiens	
100500876	microRNA 3675(MIR3675)	Homo sapiens	
100500878	microRNA 3679(MIR3679)	Homo sapiens	
100500802	microRNA 3685(MIR3685)	Homo sapiens	
100500881	microRNA 3688-1(MIR3688-1)	Homo sapiens	
100616303	microRNA 3688-2(MIR3688-2)	Homo sapiens	
100500900	microRNA 3691(MIR3691)	Homo sapiens	
100500899	microRNA 3692(MIR3692)	Homo sapiens	
100126317	microRNA 374b(MIR374B)	Homo sapiens	
100500807	microRNA 374c(MIR374C)	Homo sapiens	
100422867	microRNA 378c(MIR378C)	Homo sapiens	
100616169	microRNA 378d-2(MIR378D2)	Homo sapiens	
100616498	microRNA 378e(MIR378E)	Homo sapiens	
102465136	microRNA 378j(MIR378J)	Homo sapiens	
494332	microRNA 383(MIR383)	Homo sapiens	
100500903	microRNA 3913-1(MIR3913-1)	Homo sapiens	
100500868	microRNA 3913-2(MIR3913-2)	Homo sapiens	
100500849	microRNA 3916(MIR3916)	Homo sapiens	
100500808	microRNA 3917(MIR3917)	Homo sapiens	
100500851	microRNA 3918(MIR3918)	Homo sapiens	
100500803	microRNA 3919(MIR3919)	Homo sapiens	
100500823	microRNA 3920(MIR3920)	Homo sapiens	
100500834	microRNA 3924(MIR3924)	Homo sapiens	
100500870	microRNA 3926-1(MIR3926-1)	Homo sapiens	
100500838	microRNA 3926-2(MIR3926-2)	Homo sapiens	
100500891	microRNA 3935(MIR3935)	Homo sapiens	
100500865	microRNA 3936(MIR3936)	Homo sapiens	
100500857	microRNA 3939(MIR3939)	Homo sapiens	
100500866	microRNA 3941(MIR3941)	Homo sapiens	
100500904	microRNA 3942(MIR3942)	Homo sapiens	
100500829	microRNA 3943(MIR3943)	Homo sapiens	
100616279	microRNA 3974(MIR3974)	Homo sapiens	
100616257	microRNA 3975(MIR3975)	Homo sapiens	
100616244	microRNA 3976(MIR3976)	Homo sapiens	
100616297	microRNA 3977(MIR3977)	Homo sapiens	
693122	microRNA 421(MIR421)	Homo sapiens	
494336	microRNA 424(MIR424)	Homo sapiens	
100422975	microRNA 4252(MIR4252)	Homo sapiens	
100422898	microRNA 4255(MIR4255)	Homo sapiens	
100422976	microRNA 4256(MIR4256)	Homo sapiens	
100422894	microRNA 4260(MIR4260)	Homo sapiens	
100422996	microRNA 4262(MIR4262)	Homo sapiens	
100422888	microRNA 4264(MIR4264)	Homo sapiens	
100422863	microRNA 4265(MIR4265)	Homo sapiens	
100423027	microRNA 4266(MIR4266)	Homo sapiens	
100422959	microRNA 4268(MIR4268)	Homo sapiens	
100422941	microRNA 4272(MIR4272)	Homo sapiens	
100422955	microRNA 4273(MIR4273)	Homo sapiens	
100422937	microRNA 4275(MIR4275)	Homo sapiens	
100422966	microRNA 4277(MIR4277)	Homo sapiens	
100422999	microRNA 4278(MIR4278)	Homo sapiens	
100422874	microRNA 4279(MIR4279)	Homo sapiens	
100422887	microRNA 4280(MIR4280)	Homo sapiens	
100422962	microRNA 4281(MIR4281)	Homo sapiens	
100423005	microRNA 4282(MIR4282)	Homo sapiens	
100422828	microRNA 4287(MIR4287)	Homo sapiens	
100422903	microRNA 4288(MIR4288)	Homo sapiens	
100423015	microRNA 4289(MIR4289)	Homo sapiens	
100422895	microRNA 4294(MIR4294)	Homo sapiens	
100422909	microRNA 4295(MIR4295)	Homo sapiens	
100423041	microRNA 4296(MIR4296)	Homo sapiens	
100422873	microRNA 4297(MIR4297)	Homo sapiens	
100423026	microRNA 4299(MIR4299)	Homo sapiens	
100422823	microRNA 4300(MIR4300)	Homo sapiens	
100422897	microRNA 4302(MIR4302)	Homo sapiens	
100422924	microRNA 4303(MIR4303)	Homo sapiens	
100422940	microRNA 4305(MIR4305)	Homo sapiens	
100422861	microRNA 4306(MIR4306)	Homo sapiens	
100422984	microRNA 4308(MIR4308)	Homo sapiens	
100422971	microRNA 4312(MIR4312)	Homo sapiens	
100423004	microRNA 4315-1(MIR4315-1)	Homo sapiens	
100422961	microRNA 4315-2(MIR4315-2)	Homo sapiens	
100422840	microRNA 4317(MIR4317)	Homo sapiens	
100422829	microRNA 4319(MIR4319)	Homo sapiens	
100422865	microRNA 4320(MIR4320)	Homo sapiens	
100422883	microRNA 4325(MIR4325)	Homo sapiens	
100422891	microRNA 4327(MIR4327)	Homo sapiens	
100423009	microRNA 4329(MIR4329)	Homo sapiens	
100616164	microRNA 4420(MIR4420)	Homo sapiens	
100616272	microRNA 4422(MIR4422)	Homo sapiens	
100616481	microRNA 4423(MIR4423)	Homo sapiens	
100616328	microRNA 4424(MIR4424)	Homo sapiens	
100616469	microRNA 4429(MIR4429)	Homo sapiens	
100616473	microRNA 4432(MIR4432)	Homo sapiens	
100616419	microRNA 4434(MIR4434)	Homo sapiens	
100616499	microRNA 4435-1(MIR4435-1)	Homo sapiens	
100616341	microRNA 4435-2(MIR4435-2)	Homo sapiens	
100616207	microRNA 4439(MIR4439)	Homo sapiens	
100616493	microRNA 4441(MIR4441)	Homo sapiens	
100616477	microRNA 4442(MIR4442)	Homo sapiens	
100616394	microRNA 4444-1(MIR4444-1)	Homo sapiens	
100846999	microRNA 4444-2(MIR4444-2)	Homo sapiens	
100616436	microRNA 4449(MIR4449)	Homo sapiens	
100616299	microRNA 4450(MIR4450)	Homo sapiens	
100616349	microRNA 4451(MIR4451)	Homo sapiens	
100616193	microRNA 4453(MIR4453)	Homo sapiens	
100616234	microRNA 4454(MIR4454)	Homo sapiens	
100616142	microRNA 4458(MIR4458)	Homo sapiens	
100616325	microRNA 4460(MIR4460)	Homo sapiens	
100616109	microRNA 4464(MIR4464)	Homo sapiens	
100616484	microRNA 4470(MIR4470)	Homo sapiens	
100616451	microRNA 4471(MIR4471)	Homo sapiens	
100616441	microRNA 4474(MIR4474)	Homo sapiens	
100616312	microRNA 4478(MIR4478)	Homo sapiens	
100616162	microRNA 4483(MIR4483)	Homo sapiens	
100616327	microRNA 4484(MIR4484)	Homo sapiens	
100616263	microRNA 4485(MIR4485)	Homo sapiens	
100616118	microRNA 4486(MIR4486)	Homo sapiens	
100616186	microRNA 4490(MIR4490)	Homo sapiens	
100616330	microRNA 4491(MIR4491)	Homo sapiens	
100616179	microRNA 4498(MIR4498)	Homo sapiens	
100616304	microRNA 4499(MIR4499)	Homo sapiens	
554213	microRNA 449a(MIR449A)	Homo sapiens	
693123	microRNA 449b(MIR449B)	Homo sapiens	
100313923	microRNA 449c(MIR449C)	Homo sapiens	
100616182	microRNA 4500(MIR4500)	Homo sapiens	
100616280	microRNA 4503(MIR4503)	Homo sapiens	
100616275	microRNA 4508(MIR4508)	Homo sapiens	
100616293	microRNA 4510(MIR4510)	Homo sapiens	
100616379	microRNA 4511(MIR4511)	Homo sapiens	
100616181	microRNA 4514(MIR4514)	Homo sapiens	
100616404	microRNA 4515(MIR4515)	Homo sapiens	
100616231	microRNA 4519(MIR4519)	Homo sapiens	
100616277	microRNA 4522(MIR4522)	Homo sapiens	
100616316	microRNA 4524a(MIR4524A)	Homo sapiens	
100847008	microRNA 4524b(MIR4524B)	Homo sapiens	
100616355	microRNA 4531(MIR4531)	Homo sapiens	
100616202	microRNA 4634(MIR4634)	Homo sapiens	
100616326	microRNA 4636(MIR4636)	Homo sapiens	
100616271	microRNA 4637(MIR4637)	Homo sapiens	
100616269	microRNA 4639(MIR4639)	Homo sapiens	
100616352	microRNA 4642(MIR4642)	Homo sapiens	
100616174	microRNA 4643(MIR4643)	Homo sapiens	
100616124	microRNA 4647(MIR4647)	Homo sapiens	
100616206	microRNA 4652(MIR4652)	Homo sapiens	
100616386	microRNA 4654(MIR4654)	Homo sapiens	
100616393	microRNA 4657(MIR4657)	Homo sapiens	
100616348	microRNA 4659a(MIR4659A)	Homo sapiens	
100616372	microRNA 4659b(MIR4659B)	Homo sapiens	
100616350	microRNA 4660(MIR4660)	Homo sapiens	
100616245	microRNA 4661(MIR4661)	Homo sapiens	
100616260	microRNA 4663(MIR4663)	Homo sapiens	
100616288	microRNA 4665(MIR4665)	Homo sapiens	
100616114	microRNA 4668(MIR4668)	Homo sapiens	
100616380	microRNA 4671(MIR4671)	Homo sapiens	
100616383	microRNA 4675(MIR4675)	Homo sapiens	
100616286	microRNA 4676(MIR4676)	Homo sapiens	
100616113	microRNA 4680(MIR4680)	Homo sapiens	
100616322	microRNA 4682(MIR4682)	Homo sapiens	
100616500	microRNA 4683(MIR4683)	Homo sapiens	
100616391	microRNA 4684(MIR4684)	Homo sapiens	
100616482	microRNA 4685(MIR4685)	Homo sapiens	
100616453	microRNA 4687(MIR4687)	Homo sapiens	
100616457	microRNA 4693(MIR4693)	Homo sapiens	
100616119	microRNA 4697(MIR4697)	Homo sapiens	
100616133	microRNA 4699(MIR4699)	Homo sapiens	
100616423	microRNA 4703(MIR4703)	Homo sapiens	
100616239	microRNA 4705(MIR4705)	Homo sapiens	
100616490	microRNA 4706(MIR4706)	Homo sapiens	
100616211	microRNA 4709(MIR4709)	Homo sapiens	
100616409	microRNA 4711(MIR4711)	Homo sapiens	
100616396	microRNA 4712(MIR4712)	Homo sapiens	
100616369	microRNA 4713(MIR4713)	Homo sapiens	
100616432	microRNA 4714(MIR4714)	Homo sapiens	
100616474	microRNA 4715(MIR4715)	Homo sapiens	
100616172	microRNA 4719(MIR4719)	Homo sapiens	
100616150	microRNA 4720(MIR4720)	Homo sapiens	
100616449	microRNA 4725(MIR4725)	Homo sapiens	
100616132	microRNA 4728(MIR4728)	Homo sapiens	
100616359	microRNA 4730(MIR4730)	Homo sapiens	
100616125	microRNA 4731(MIR4731)	Homo sapiens	
100616363	microRNA 4735(MIR4735)	Homo sapiens	
100616210	microRNA 4737(MIR4737)	Homo sapiens	
100616139	microRNA 4741(MIR4741)	Homo sapiens	
100616468	microRNA 4742(MIR4742)	Homo sapiens	
100616171	microRNA 4752(MIR4752)	Homo sapiens	
100616434	microRNA 4755(MIR4755)	Homo sapiens	
100616243	microRNA 4759(MIR4759)	Homo sapiens	
100616148	microRNA 4760(MIR4760)	Homo sapiens	
100616253	microRNA 4762(MIR4762)	Homo sapiens	
100616295	microRNA 4764(MIR4764)	Homo sapiens	
100616219	microRNA 4765(MIR4765)	Homo sapiens	
100616467	microRNA 4767(MIR4767)	Homo sapiens	
100616373	microRNA 4770(MIR4770)	Homo sapiens	
100616392	microRNA 4773-1(MIR4773-1)	Homo sapiens	
100616418	microRNA 4773-2(MIR4773-2)	Homo sapiens	
100616361	microRNA 4775(MIR4775)	Homo sapiens	
100616267	microRNA 4776-1(MIR4776-1)	Homo sapiens	
100616472	microRNA 4776-2(MIR4776-2)	Homo sapiens	
100616464	microRNA 4778(MIR4778)	Homo sapiens	
100616208	microRNA 4782(MIR4782)	Homo sapiens	
100616187	microRNA 4783(MIR4783)	Homo sapiens	
100616364	microRNA 4785(MIR4785)	Homo sapiens	
100616281	microRNA 4788(MIR4788)	Homo sapiens	
100616395	microRNA 4789(MIR4789)	Homo sapiens	
100616334	microRNA 4790(MIR4790)	Homo sapiens	
100616291	microRNA 4791(MIR4791)	Homo sapiens	
100616246	microRNA 4799(MIR4799)	Homo sapiens	
100616435	microRNA 4801(MIR4801)	Homo sapiens	
100616377	microRNA 4803(MIR4803)	Homo sapiens	
100616152	microRNA 4804(MIR4804)	Homo sapiens	
574441	microRNA 488(MIR488)	Homo sapiens	
574442	microRNA 489(MIR489)	Homo sapiens	
574443	microRNA 490(MIR490)	Homo sapiens	
574456	microRNA 497(MIR497)	Homo sapiens	
574460	microRNA 498(MIR498)	Homo sapiens	
100846995	microRNA 5000(MIR5000)	Homo sapiens	
100847021	microRNA 5002(MIR5002)	Homo sapiens	
100847026	microRNA 5006(MIR5006)	Homo sapiens	
100846996	microRNA 5007(MIR5007)	Homo sapiens	
100846993	microRNA 5009(MIR5009)	Homo sapiens	
100847046	microRNA 5010(MIR5010)	Homo sapiens	
100847002	microRNA 5011(MIR5011)	Homo sapiens	
574506	microRNA 503(MIR503)	Homo sapiens	
100616408	microRNA 5047(MIR5047)	Homo sapiens	
574508	microRNA 505(MIR505)	Homo sapiens	
100847044	microRNA 5087(MIR5087)	Homo sapiens	
100847067	microRNA 5089(MIR5089)	Homo sapiens	
574514	microRNA 509-1(MIR509-1)	Homo sapiens	
100126301	microRNA 509-2(MIR509-2)	Homo sapiens	
100126337	microRNA 509-3(MIR509-3)	Homo sapiens	
100847023	microRNA 5091(MIR5091)	Homo sapiens	
574515	microRNA 510(MIR510)	Homo sapiens	
574458	microRNA 512-1(MIR512-1)	Homo sapiens	
574459	microRNA 512-2(MIR512-2)	Homo sapiens	
100422847	microRNA 514b(MIR514B)	Homo sapiens	
574462	microRNA 515-1(MIR515-1)	Homo sapiens	
574465	microRNA 515-2(MIR515-2)	Homo sapiens	
100847036	microRNA 5186(MIR5186)	Homo sapiens	
100847050	microRNA 5191(MIR5191)	Homo sapiens	
100847087	microRNA 5192(MIR5192)	Homo sapiens	
100847051	microRNA 5194(MIR5194)	Homo sapiens	
100846991	microRNA 5197(MIR5197)	Homo sapiens	
574469	microRNA 519b(MIR519B)	Homo sapiens	
574466	microRNA 519c(MIR519C)	Homo sapiens	
574463	microRNA 519e(MIR519E)	Homo sapiens	
574467	microRNA 520a(MIR520A)	Homo sapiens	
574461	microRNA 520e(MIR520E)	Homo sapiens	
574464	microRNA 520f(MIR520F)	Homo sapiens	
574468	microRNA 526b(MIR526B)	Homo sapiens	
693125	microRNA 548a-1(MIR548A1)	Homo sapiens	
693126	microRNA 548a-2(MIR548A2)	Homo sapiens	
693127	microRNA 548a-3(MIR548A3)	Homo sapiens	
100500863	microRNA 548aa-1(MIR548AA1)	Homo sapiens	
100500895	microRNA 548aa-2(MIR548AA2)	Homo sapiens	
100616384	microRNA 548ac(MIR548AC)	Homo sapiens	
100616475	microRNA 548ad(MIR548AD)	Homo sapiens	
100616339	microRNA 548ae-2(MIR548AE2)	Homo sapiens	
100616347	microRNA 548ai(MIR548AI)	Homo sapiens	
100616252	microRNA 548aj-2(MIR548AJ2)	Homo sapiens	
100616215	microRNA 548al(MIR548AL)	Homo sapiens	
100616144	microRNA 548an(MIR548AN)	Homo sapiens	
100847068	microRNA 548ao(MIR548AO)	Homo sapiens	
100847084	microRNA 548ap(MIR548AP)	Homo sapiens	
100847035	microRNA 548ar(MIR548AR)	Homo sapiens	
100847092	microRNA 548as(MIR548AS)	Homo sapiens	
100847045	microRNA 548au(MIR548AU)	Homo sapiens	
100847083	microRNA 548av(MIR548AV)	Homo sapiens	
100847063	microRNA 548ax(MIR548AX)	Homo sapiens	
102465247	microRNA 548ay(MIR548AY)	Homo sapiens	
102466162	microRNA 548az(MIR548AZ)	Homo sapiens	
693128	microRNA 548b(MIR548B)	Homo sapiens	
102465854	microRNA 548ba(MIR548BA)	Homo sapiens	
693130	microRNA 548d-1(MIR548D1)	Homo sapiens	
693131	microRNA 548d-2(MIR548D2)	Homo sapiens	
100302192	microRNA 548f-1(MIR548F1)	Homo sapiens	
100313771	microRNA 548f-2(MIR548F2)	Homo sapiens	
100302159	microRNA 548f-3(MIR548F3)	Homo sapiens	
100313895	microRNA 548f-4(MIR548F4)	Homo sapiens	
100302239	microRNA 548f-5(MIR548F5)	Homo sapiens	
100313938	microRNA 548g(MIR548G)	Homo sapiens	
100313773	microRNA 548h-2(MIR548H2)	Homo sapiens	
100302287	microRNA 548h-3(MIR548H3)	Homo sapiens	
100313884	microRNA 548h-4(MIR548H4)	Homo sapiens	
100302191	microRNA 548i-4(MIR548I4)	Homo sapiens	
100313772	microRNA 548m(MIR548M)	Homo sapiens	
100302152	microRNA 548n(MIR548N)	Homo sapiens	
100616190	microRNA 548o-2(MIR548O2)	Homo sapiens	
100313841	microRNA 548q(MIR548Q)	Homo sapiens	
100422849	microRNA 548t(MIR548T)	Homo sapiens	
100422923	microRNA 548w(MIR548W)	Homo sapiens	
100422920	microRNA 548x(MIR548X)	Homo sapiens	
100500919	microRNA 548y(MIR548Y)	Homo sapiens	
693136	microRNA 551b(MIR551B)	Homo sapiens	
693141	microRNA 556(MIR556)	Homo sapiens	
693142	microRNA 557(MIR557)	Homo sapiens	
100847000	microRNA 5579(MIR5579)	Homo sapiens	
693143	microRNA 558(MIR558)	Homo sapiens	
100847076	microRNA 5580(MIR5580)	Homo sapiens	
100847025	microRNA 5583-1(MIR5583-1)	Homo sapiens	
100846997	microRNA 5583-2(MIR5583-2)	Homo sapiens	
100847089	microRNA 5584(MIR5584)	Homo sapiens	
693146	microRNA 561(MIR561)	Homo sapiens	
693148	microRNA 563(MIR563)	Homo sapiens	
693152	microRNA 567(MIR567)	Homo sapiens	
693153	microRNA 568(MIR568)	Homo sapiens	
100847058	microRNA 5681a(MIR5681A)	Homo sapiens	
100847091	microRNA 5681b(MIR5681B)	Homo sapiens	
100847071	microRNA 5684(MIR5684)	Homo sapiens	
100847075	microRNA 5685(MIR5685)	Homo sapiens	
100847077	microRNA 5688(MIR5688)	Homo sapiens	
100846998	microRNA 5689(MIR5689)	Homo sapiens	
693154	microRNA 569(MIR569)	Homo sapiens	
100847015	microRNA 5691(MIR5691)	Homo sapiens	
100847064	microRNA 5694(MIR5694)	Homo sapiens	
100847016	microRNA 5695(MIR5695)	Homo sapiens	
100847053	microRNA 5702(MIR5702)	Homo sapiens	
100847081	microRNA 5703(MIR5703)	Homo sapiens	
693158	microRNA 573(MIR573)	Homo sapiens	
693159	microRNA 574(MIR574)	Homo sapiens	
693160	microRNA 575(MIR575)	Homo sapiens	
693163	microRNA 578(MIR578)	Homo sapiens	
102464817	microRNA 5787(MIR5787)	Homo sapiens	
693165	microRNA 580(MIR580)	Homo sapiens	
693168	microRNA 583(MIR583)	Homo sapiens	
693170	microRNA 585(MIR585)	Homo sapiens	
693171	microRNA 586(MIR586)	Homo sapiens	
693176	microRNA 591(MIR591)	Homo sapiens	
693177	microRNA 592(MIR592)	Homo sapiens	
693183	microRNA 598(MIR598)	Homo sapiens	
693185	microRNA 600(MIR600)	Homo sapiens	
693188	microRNA 603(MIR603)	Homo sapiens	
693189	microRNA 604(MIR604)	Homo sapiens	
693190	microRNA 605(MIR605)	Homo sapiens	
102464827	microRNA 6074(MIR6074)	Homo sapiens	
102464830	microRNA 6079(MIR6079)	Homo sapiens	
102466518	microRNA 6081(MIR6081)	Homo sapiens	
102466953	microRNA 6082(MIR6082)	Homo sapiens	
102466104	microRNA 6090(MIR6090)	Homo sapiens	
693195	microRNA 610(MIR610)	Homo sapiens	
102466906	microRNA 6124(MIR6124)	Homo sapiens	
102465133	microRNA 6125(MIR6125)	Homo sapiens	
102465135	microRNA 6128(MIR6128)	Homo sapiens	
102466967	microRNA 6130(MIR6130)	Homo sapiens	
102465138	microRNA 6131(MIR6131)	Homo sapiens	
102466616	microRNA 6132(MIR6132)	Homo sapiens	
102465139	microRNA 6133(MIR6133)	Homo sapiens	
693199	microRNA 614(MIR614)	Homo sapiens	
693202	microRNA 617(MIR617)	Homo sapiens	
693203	microRNA 618(MIR618)	Homo sapiens	
693205	microRNA 620(MIR620)	Homo sapiens	
693206	microRNA 621(MIR621)	Homo sapiens	
693207	microRNA 622(MIR622)	Homo sapiens	
693208	microRNA 623(MIR623)	Homo sapiens	
693213	microRNA 628(MIR628)	Homo sapiens	
693214	microRNA 629(MIR629)	Homo sapiens	
693215	microRNA 630(MIR630)	Homo sapiens	
693221	microRNA 636(MIR636)	Homo sapiens	
693228	microRNA 643(MIR643)	Homo sapiens	
693233	microRNA 648(MIR648)	Homo sapiens	
102465248	microRNA 6501(MIR6501)	Homo sapiens	
102465249	microRNA 6502(MIR6502)	Homo sapiens	
102465250	microRNA 6503(MIR6503)	Homo sapiens	
102466657	microRNA 6505(MIR6505)	Homo sapiens	
102466972	microRNA 6508(MIR6508)	Homo sapiens	
102465254	microRNA 6509(MIR6509)	Homo sapiens	
102465255	microRNA 6512(MIR6512)	Homo sapiens	
724023	microRNA 653(MIR653)	Homo sapiens	
724028	microRNA 658(MIR658)	Homo sapiens	
724029	microRNA 659(MIR659)	Homo sapiens	
724033	microRNA 663a(MIR663A)	Homo sapiens	
100313824	microRNA 663b(MIR663B)	Homo sapiens	
100313777	microRNA 670(MIR670)	Homo sapiens	
102466189	microRNA 6715a(MIR6715A)	Homo sapiens	
102465427	microRNA 6715b(MIR6715B)	Homo sapiens	
102465428	microRNA 6717(MIR6717)	Homo sapiens	
102465430	microRNA 6718(MIR6718)	Homo sapiens	
102465438	microRNA 6732(MIR6732)	Homo sapiens	
102465439	microRNA 6733(MIR6733)	Homo sapiens	
102465440	microRNA 6735(MIR6735)	Homo sapiens	
102465441	microRNA 6737(MIR6737)	Homo sapiens	
102466724	microRNA 6739(MIR6739)	Homo sapiens	
102465443	microRNA 6740(MIR6740)	Homo sapiens	
102466270	microRNA 6741(MIR6741)	Homo sapiens	
102465453	microRNA 6756(MIR6756)	Homo sapiens	
102466729	microRNA 6759(MIR6759)	Homo sapiens	
102465456	microRNA 6761(MIR6761)	Homo sapiens	
102465467	microRNA 6779(MIR6779)	Homo sapiens	
102466738	microRNA 6798(MIR6798)	Homo sapiens	
102465481	microRNA 6802(MIR6802)	Homo sapiens	
102466739	microRNA 6803(MIR6803)	Homo sapiens	
102465482	microRNA 6804(MIR6804)	Homo sapiens	
102465486	microRNA 6811(MIR6811)	Homo sapiens	
102465490	microRNA 6816(MIR6816)	Homo sapiens	
102466742	microRNA 6818(MIR6818)	Homo sapiens	
102466743	microRNA 6822(MIR6822)	Homo sapiens	
102466199	microRNA 6825(MIR6825)	Homo sapiens	
102466744	microRNA 6827(MIR6827)	Homo sapiens	
102465497	microRNA 6828(MIR6828)	Homo sapiens	
102465505	microRNA 6839(MIR6839)	Homo sapiens	
102465506	microRNA 6841(MIR6841)	Homo sapiens	
102465508	microRNA 6843(MIR6843)	Homo sapiens	
102466200	microRNA 6844(MIR6844)	Homo sapiens	
102465512	microRNA 6851(MIR6851)	Homo sapiens	
102466201	microRNA 6853(MIR6853)	Homo sapiens	
102465514	microRNA 6854(MIR6854)	Homo sapiens	
102465515	microRNA 6856(MIR6856)	Homo sapiens	
102465521	microRNA 6864(MIR6864)	Homo sapiens	
102465522	microRNA 6865(MIR6865)	Homo sapiens	
102466986	microRNA 6866(MIR6866)	Homo sapiens	
102465523	microRNA 6867(MIR6867)	Homo sapiens	
102465525	microRNA 6870(MIR6870)	Homo sapiens	
102466912	microRNA 6871(MIR6871)	Homo sapiens	
102466203	microRNA 6874(MIR6874)	Homo sapiens	
102465535	microRNA 6888(MIR6888)	Homo sapiens	
102465537	microRNA 6891(MIR6891)	Homo sapiens	
102466759	microRNA 6894(MIR6894)	Homo sapiens	
102465539	microRNA 6895(MIR6895)	Homo sapiens	
407043	microRNA 7-1(MIR7-1)	Homo sapiens	
407044	microRNA 7-2(MIR7-2)	Homo sapiens	
100126333	microRNA 708(MIR708)	Homo sapiens	
102465689	microRNA 7152(MIR7152)	Homo sapiens	
102466995	microRNA 7156(MIR7156)	Homo sapiens	
102466816	microRNA 7159(MIR7159)	Homo sapiens	
102466227	microRNA 7162(MIR7162)	Homo sapiens	
100126313	microRNA 744(MIR744)	Homo sapiens	
102466235	microRNA 7515(MIR7515)	Homo sapiens	
100313778	microRNA 759(MIR759)	Homo sapiens	
100313837	microRNA 762(MIR762)	Homo sapiens	
102466854	microRNA 7705(MIR7705)	Homo sapiens	
102465835	microRNA 7845(MIR7845)	Homo sapiens	
102466865	microRNA 7848(MIR7848)	Homo sapiens	
102465837	microRNA 7849(MIR7849)	Homo sapiens	
102466866	microRNA 7853(MIR7853)	Homo sapiens	
102465840	microRNA 7854(MIR7854)	Homo sapiens	
