"foi","numOlapA_obs","numOlapA_alt","numOlapA_pval","numOlapAwithin_obs","numOlapAwithin_alt","numOlapAwithin_pval","numOlapB_obs","numOlapB_alt","numOlapB_pval","numOlapBwithin_obs","numOlapBwithin_alt","numOlapBwithin_pval","comOlap_obs","comOlap_alt","comOlap_pval","meandist_obs","meandist_alt","meandist_pval","meanLenOlapB_obs","meanLenOlapB_alt","meanLenOlapB_pval","Anum","Alen","Bnum","Blen"
"ct_hg19_foi_MER6A_desc_repSubfamily",152,"greater",0.234076592340766,0,"greater",1,208,"greater",0.202079792020798,206,"greater",0.197480251974803,75706,"greater",0.233276672332767,-1974894.68733236,"greater",9.99900009999e-05,364.706730769231,"less",0.349465053494651,13049,521960000,1016,370592
"ct_hg19_foi_MER6B_desc_repSubfamily",99,"less",0.0348965103489651,0,"greater",1,111,"less",0.0578942105789421,111,"less",0.0690930906909309,18818,"less",0.0566943305669433,-2295038.88443559,"greater",0.0002999700029997,169.531531531532,"greater",0.452454754524548,13049,521960000,672,113023
"ct_hg19_foi_MER6C_desc_repSubfamily",22,"less",0.464053594640536,0,"greater",1,23,"less",0.206479352064794,23,"less",0.206479352064794,3278,"less",0.224877512248775,-13417202.3362418,"greater",9.99900009999e-05,142.521739130435,"greater",0.34006599340066,12607,504280000,154,21425
"ct_hg19_foi_MER6_desc_repSubfamily",92,"less",0.363663633636636,0,"greater",1,133,"less",0.0894910508949105,131,"less",0.1000899910009,65160,"less",0.336466353364664,-3047997.07548471,"greater",9.99900009999e-05,493.428571428571,"greater",0.0152984701529847,13049,521960000,806,355095
"ct_hg19_foi_MER72_desc_repSubfamily",125,"greater",0.0246975302469753,0,"greater",1,163,"greater",0.118088191180882,162,"greater",0.105089491050895,76494,"greater",0.0118988101189881,-2765449.29442869,"greater",9.99900009999e-05,470.564417177914,"greater",0.0384961503849615,13049,521960000,766,324049
"ct_hg19_foi_MER74A_desc_repSubfamily",212,"less",0.185481451854815,0,"greater",1,273,"less",0.238676132386761,270,"less",0.242275772422758,101296,"less",0.226477352264774,-1579285.19104912,"less",0.0028997100289971,373.25641025641,"greater",0.474652534746525,13049,521960000,1560,571480
"ct_hg19_foi_MER74B_desc_repSubfamily",117,"less",0.107489251074893,0,"greater",1,153,"less",0.179282071792821,150,"less",0.175282471752825,53814,"less",0.349465053494651,-2501503.60150203,"less",9.99900009999e-05,354.098039215686,"greater",0.104889511048895,13049,521960000,921,305296
"ct_hg19_foi_MER75_desc_repSubfamily",68,"less",0.272672732726727,0,"greater",1,86,"less",0.404059594040596,83,"less",0.373662633736626,32131,"less",0.337666233376662,-3944767.09387693,"greater",9.99900009999e-05,380.825581395349,"less",0.416858314168583,13049,521960000,469,179197
"ct_hg19_foi_MER77_desc_repSubfamily",187,"greater",0.18048195180482,0,"greater",1,240,"greater",0.229277072292771,237,"greater",0.234676532346765,94572,"greater",0.148485151484852,-1811706.29833704,"greater",9.99900009999e-05,396.758333333333,"greater",0.284871512848715,13049,521960000,1275,484878
"ct_hg19_foi_MER81_desc_repSubfamily",586,"less",0.286871312868713,0,"greater",1,632,"less",0.181081891810819,630,"less",0.196280371962804,61053,"less",0.341065893410659,-570817.403172657,"less",0.0296970302969703,96.7389240506329,"greater",0.0236976302369763,13049,521960000,3630,346146
"ct_hg19_foi_MER82_desc_repSubfamily",407,"greater",0.356264373562644,0,"greater",1,626,"greater",0.35026497350265,619,"greater",0.303069693030697,226765,"greater",0.0802919708029197,-704257.229289601,"greater",9.99900009999e-05,364.85303514377,"greater",0.0470952904709529,13049,521960000,3218,1110333
"ct_hg19_foi_MER85_desc_repSubfamily",170,"greater",0.211078892110789,0,"greater",1,175,"greater",0.247875212478752,175,"greater",0.247875212478752,21685,"greater",0.187081291870813,-1681477.8477278,"greater",9.99900009999e-05,123.914285714286,"greater",0.27027297270273,13049,521960000,895,110237
"ct_hg19_foi_MER89_desc_repSubfamily",201,"greater",0.0920907909209079,0,"greater",1,281,"greater",0.155684431556844,275,"greater",0.173282671732827,93610,"greater",0.0138986101389861,-1739537.94183462,"less",0.481051894810519,336.224199288256,"greater",0.0156984301569843,13049,521960000,1355,418512
"ct_hg19_foi_MER8_desc_repSubfamily",308,"less",0.230676932306769,0,"greater",1,337,"less",0.114688531146885,335,"less",0.123887611238876,65462,"less",0.325867413258674,-938324.652080619,"less",0.0002999700029997,194.551928783383,"greater",0.0214978502149785,13049,521960000,1925,358587
"ct_hg19_foi_MER91A_desc_repSubfamily",596,"greater",0.0746925307469253,0,"greater",1,658,"greater",0.207079292070793,654,"greater",0.221877812218778,82419,"greater",0.0958904109589041,-554196.896313894,"greater",0.0004999500049995,125.449848024316,"greater",0.0878912108789121,13049,521960000,3551,437736
